Age,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
32,Other,2,439,1,Female,4,2,4,Single,6,No,3,10,2,7,7,0,0
28,Other,2,440,1,Male,1,1,4,Married,4,Yes,3,5,2,3,2,2,1
30,Other,28,441,4,Female,3,2,4,Married,7,No,3,11,3,10,8,1,0
31,Other,7,442,3,Female,2,3,3,Married,8,No,4,10,3,10,9,8,0
39,Other,7,444,3,Male,2,5,4,Married,10,No,3,21,3,21,9,13,0
39,Sales,3,445,4,Female,3,2,3,Married,6,Yes,3,12,2,1,0,0,1
33,Sales,10,446,2,Male,2,2,4,Single,5,No,3,9,2,7,7,0,0
47,Other,5,447,4,Male,3,5,3,Married,10,No,3,21,3,3,2,1,0
43,Other,10,448,3,Female,2,2,3,Divorced,6,No,3,9,4,9,7,0,0
27,Sales,1,449,3,Male,3,2,2,Married,7,Yes,3,6,3,5,4,1,0
54,Other,20,450,4,Female,3,2,3,Single,5,No,3,20,2,4,3,0,0
43,Other,7,451,3,Female,3,3,1,Married,9,No,3,10,2,1,0,0,0
45,Other,8,452,4,Male,3,2,4,Married,4,No,3,12,3,10,9,9,0
40,Sales,1,453,2,Male,1,2,4,Married,8,Yes,4,6,2,4,3,0,0
29,Other,8,454,2,Male,1,1,1,Married,1,Yes,3,7,2,7,7,0,1
29,Other,9,455,2,Male,2,1,4,Single,4,No,3,4,3,3,2,2,0
30,Sales,5,456,4,Female,2,2,3,Divorced,7,No,3,10,3,10,9,1,0
27,Sales,8,458,2,Female,3,2,2,Married,7,No,3,8,3,8,7,0,0
37,Other,5,460,4,Male,3,2,4,Divorced,7,No,3,8,2,6,2,0,0
38,Other,15,461,3,Male,2,3,4,Divorced,9,Yes,3,12,3,11,10,2,0
31,Other,7,462,3,Female,3,3,4,Single,8,Yes,3,11,2,11,9,4,0
29,Sales,10,463,4,Female,2,2,2,Divorced,8,Yes,3,7,3,7,7,1,0
35,Other,5,464,3,Male,3,3,2,Single,8,No,3,17,3,16,6,0,0
23,Other,26,465,3,Male,3,1,4,Divorced,3,No,3,4,2,4,2,0,0
41,Other,6,466,4,Male,2,2,2,Single,7,Yes,3,8,3,5,4,1,0
47,Sales,4,467,2,Male,3,2,3,Single,3,No,3,5,3,0,0,0,0
42,Other,23,468,1,Female,3,4,4,Single,10,No,3,16,3,1,0,0,0
29,Sales,2,469,4,Male,3,2,3,Married,5,No,3,4,2,4,3,0,0
42,Human Resources,2,470,3,Male,3,1,3,Divorced,3,Yes,3,4,3,3,2,1,0
32,Other,2,471,3,Female,3,1,2,Married,2,No,3,8,3,8,0,0,0
48,Sales,29,473,1,Female,3,3,3,Married,9,No,4,15,1,0,0,0,0
37,Other,6,474,3,Male,4,2,1,Divorced,7,Yes,3,13,3,7,7,6,0
30,Sales,25,475,4,Female,3,2,3,Married,5,Yes,3,4,4,2,2,2,0
26,Sales,1,476,3,Male,3,2,3,Married,6,No,3,8,3,8,7,7,0
42,Other,2,477,1,Male,2,2,4,Single,7,No,4,14,3,1,0,0,0
21,Sales,1,478,1,Female,2,1,2,Single,1,Yes,3,3,3,3,2,1,1
36,Sales,1,479,4,Female,3,2,4,Single,7,No,3,7,3,1,0,0,0
36,Sales,3,481,1,Male,2,3,4,Married,8,No,3,16,3,13,9,1,0
57,Other,1,482,4,Male,3,2,3,Married,7,No,3,15,3,3,2,1,0
40,Other,10,483,4,Female,4,1,3,Married,1,Yes,3,10,3,7,7,1,0
21,Sales,9,484,1,Male,3,1,4,Single,2,No,4,3,2,3,2,2,0
33,Sales,5,485,4,Female,3,1,3,Single,3,Yes,3,1,3,1,0,0,1
37,Other,10,486,3,Female,3,1,1,Married,4,No,4,17,3,5,4,0,0
46,Other,7,487,3,Female,3,2,3,Married,6,No,3,7,4,1,0,0,0
41,Sales,4,488,1,Male,3,2,2,Single,8,No,3,8,3,8,7,7,1
50,Other,10,491,4,Male,2,3,4,Single,9,No,3,20,3,4,3,1,0
40,Sales,22,492,3,Male,2,2,3,Married,7,Yes,3,8,3,6,4,1,1
31,Other,9,493,3,Male,2,1,2,Single,2,Yes,3,3,3,2,2,2,0
21,Sales,12,494,3,Female,4,1,2,Single,3,No,3,1,3,1,0,0,1
29,Other,23,495,4,Male,3,1,4,Single,1,No,3,6,3,3,2,1,0
35,Other,9,496,3,Male,2,2,2,Single,7,No,3,10,3,1,1,0,0
27,Other,1,497,4,Male,3,1,2,Divorced,4,No,3,5,3,5,2,0,0
28,Sales,9,498,2,Male,3,2,4,Single,6,No,3,7,3,7,5,0,0
49,Other,7,499,2,Male,2,3,3,Single,9,No,4,26,3,5,2,0,0
51,Sales,14,500,3,Female,3,2,4,Married,6,No,3,18,2,7,7,0,0
36,Other,2,501,4,Female,3,1,3,Married,2,No,3,6,3,2,2,2,0
34,Sales,19,502,1,Male,4,2,4,Single,6,Yes,3,9,2,5,2,0,1
55,Other,2,505,3,Female,3,4,4,Single,10,Yes,3,30,3,5,4,1,0
24,Sales,10,507,4,Female,3,2,3,Divorced,5,Yes,3,5,4,5,2,0,0
30,Sales,2,508,3,Male,3,1,2,Married,2,No,3,1,3,1,0,0,0
26,Other,3,510,3,Male,3,1,1,Single,3,No,4,7,3,6,4,0,1
22,Other,11,511,1,Female,3,1,2,Married,1,No,3,2,3,2,1,1,0
36,Sales,2,513,2,Male,2,3,3,Married,8,No,3,10,3,10,9,9,0
30,Other,4,514,3,Male,3,1,4,Single,1,Yes,4,3,3,1,0,0,1
37,Other,14,515,4,Female,3,1,1,Divorced,3,No,3,18,2,18,7,12,0
40,Sales,2,516,4,Female,3,2,2,Divorced,6,No,3,8,3,5,4,1,0
42,Other,1,517,2,Female,3,1,1,Divorced,2,No,3,8,3,5,2,1,0
37,Other,10,518,3,Male,3,2,2,Single,4,Yes,3,18,2,1,0,0,0
43,Other,12,520,1,Male,2,4,2,Divorced,10,No,3,25,3,25,10,3,0
40,Other,2,521,2,Female,2,2,3,Married,4,No,4,20,3,1,0,0,0
54,Other,5,522,1,Male,3,5,1,Married,10,No,3,24,2,4,2,1,0
34,Sales,4,523,3,Female,3,2,3,Married,7,No,3,6,3,3,2,1,0
31,Other,7,524,2,Female,3,2,1,Married,5,No,3,13,1,13,10,3,0
43,Other,21,525,4,Male,3,1,4,Married,1,No,4,8,3,3,2,1,0
43,Other,8,526,3,Female,3,2,3,Divorced,5,Yes,3,8,3,5,2,0,0
25,Sales,4,527,2,Female,2,2,4,Single,5,Yes,3,5,3,5,4,1,0
37,Other,25,529,2,Female,3,2,3,Married,5,Yes,3,15,3,13,11,10,0
31,Other,1,530,4,Male,2,1,1,Married,1,No,3,4,3,4,2,3,0
39,Other,1,531,2,Male,3,5,3,Divorced,10,Yes,3,21,3,21,8,1,0
56,Sales,6,532,3,Female,4,4,1,Married,9,No,3,36,2,7,7,7,0
30,Sales,12,533,2,Female,3,2,3,Single,7,No,3,6,3,5,4,4,0
41,Sales,1,534,2,Male,4,3,1,Married,8,No,3,10,3,10,7,0,0
28,Other,17,536,3,Male,3,2,1,Divorced,5,No,3,10,3,10,0,1,0
25,Other,3,538,1,Male,3,1,1,Married,4,No,3,6,3,2,2,0,1
52,Other,3,543,4,Male,2,3,3,Married,8,Yes,3,28,3,5,4,0,0
45,Other,10,544,1,Male,3,1,4,Married,2,No,4,8,2,2,2,0,0
52,Other,4,546,4,Female,3,4,4,Married,10,No,3,31,1,5,2,1,0
42,Other,29,547,1,Female,3,2,3,Divorced,5,No,3,19,3,5,4,0,0
30,Other,2,548,3,Female,1,2,4,Single,7,No,4,11,3,5,4,0,0
60,Other,7,549,1,Female,3,5,1,Married,10,No,3,33,1,29,8,11,0
46,Other,18,550,3,Female,3,2,3,Divorced,5,No,3,19,2,10,7,0,0
42,Other,28,551,4,Female,2,2,4,Married,5,No,3,7,4,6,5,0,0
24,Sales,1,554,1,Female,3,1,2,Single,3,Yes,3,6,3,5,3,1,1
34,Sales,6,555,4,Female,1,1,3,Divorced,2,No,3,3,2,2,2,1,1
38,Other,2,556,4,Male,3,1,4,Married,1,Yes,4,1,3,1,0,0,0
40,Sales,2,558,3,Female,3,5,3,Married,10,No,3,21,3,20,15,1,0
26,Other,23,560,1,Female,3,1,4,Divorced,3,No,4,3,1,3,2,0,0
30,Other,3,562,3,Male,3,1,4,Married,1,No,3,9,1,5,3,1,0
29,Other,3,564,2,Male,2,3,3,Married,9,No,3,10,3,10,2,0,0
29,Other,25,565,3,Female,2,1,2,Married,2,No,3,6,4,2,2,1,1
19,Human Resources,2,566,1,Male,2,1,4,Single,2,No,3,1,4,1,0,0,1
30,Sales,22,567,3,Female,3,3,1,Married,8,No,3,10,3,9,8,7,0
57,Sales,29,568,1,Male,2,4,4,Divorced,10,No,3,32,2,1,0,0,0
50,Other,29,569,2,Male,2,4,3,Married,10,No,3,28,3,27,10,15,0
30,Other,2,571,3,Female,3,1,4,Single,2,No,3,12,2,11,7,6,0
60,Sales,28,573,3,Female,2,3,1,Married,9,No,3,22,4,18,13,13,0
47,Other,2,574,1,Female,3,2,4,Divorced,6,No,3,20,3,5,0,0,0
46,Other,2,575,1,Male,3,4,3,Married,10,No,3,26,1,3,2,0,0
35,Other,22,577,4,Male,1,1,3,Single,5,No,3,6,3,5,4,4,0
54,Other,8,578,3,Female,3,2,3,Single,4,No,3,19,3,1,0,0,0
34,Other,2,579,4,Male,2,1,3,Divorced,3,No,3,14,3,7,3,5,0
46,Sales,10,580,3,Female,2,3,4,Married,8,Yes,3,15,3,3,2,1,0
31,Other,9,581,3,Male,3,3,2,Divorced,9,No,4,13,4,13,8,0,0
33,Other,15,582,2,Male,3,3,3,Married,9,Yes,3,15,4,7,6,7,1
33,Other,10,584,1,Male,1,1,4,Divorced,4,No,3,8,3,4,3,1,1
30,Sales,7,585,4,Male,3,1,2,Single,3,No,3,4,3,3,2,1,0
35,Other,16,586,4,Male,3,3,3,Married,8,Yes,3,10,3,8,7,0,0
31,Other,20,587,1,Male,3,3,3,Married,8,No,3,12,3,1,0,0,1
34,Human Resources,23,590,2,Female,3,3,1,Divorced,9,Yes,3,11,3,3,2,0,1
42,Other,5,591,2,Male,3,1,3,Married,1,No,3,8,3,2,2,2,0
36,Sales,10,592,2,Male,3,3,4,Single,9,No,3,10,2,10,3,9,0
22,Other,4,593,3,Male,2,1,3,Single,4,No,3,4,3,2,2,1,1
48,Sales,2,595,2,Female,3,2,4,Married,4,No,3,14,3,9,7,6,0
55,Sales,18,597,1,Female,3,4,2,Single,10,No,4,37,3,10,9,7,0
41,Sales,10,599,4,Male,3,2,4,Single,7,No,3,16,3,14,3,1,0
35,Sales,1,600,2,Male,3,2,3,Married,5,No,3,15,3,11,9,6,0
40,Other,6,601,2,Female,3,4,3,Single,9,No,3,22,3,20,6,5,0
39,Other,8,602,3,Female,3,1,3,Married,4,No,3,8,3,8,3,0,0
31,Sales,2,604,2,Male,3,2,4,Single,7,Yes,3,10,4,6,5,0,0
42,Other,24,605,4,Male,3,3,1,Married,8,Yes,4,10,2,10,9,5,0
45,Sales,2,606,4,Male,3,2,2,Married,5,No,3,9,4,8,7,3,0
26,Human Resources,17,608,2,Female,3,1,3,Divorced,3,Yes,3,8,2,7,7,1,1
29,Other,19,611,4,Male,3,2,4,Divorced,5,No,3,8,4,3,2,1,0
33,Other,1,612,1,Female,4,4,3,Divorced,10,No,3,10,3,6,1,0,0
31,Sales,7,613,3,Male,2,3,4,Divorced,9,No,4,10,2,5,4,0,0
18,Sales,5,614,2,Male,3,1,2,Single,1,Yes,3,0,3,0,0,0,1
40,Sales,28,615,3,Male,1,3,1,Divorced,9,No,3,20,3,1,0,0,0
41,Other,2,616,1,Female,2,2,3,Single,7,Yes,3,10,3,8,7,0,0
26,Sales,29,618,1,Male,3,2,3,Divorced,5,No,3,8,3,0,0,0,0
35,Sales,1,620,1,Female,3,2,3,Single,5,No,3,5,3,5,4,0,0
34,Sales,21,621,4,Male,4,2,4,Single,6,No,3,10,3,10,7,5,0
26,Other,24,622,3,Male,1,1,4,Single,2,Yes,3,1,1,1,0,0,1
37,Other,1,623,2,Female,3,3,4,Single,8,No,3,12,4,6,5,1,0
46,Other,18,624,1,Female,3,3,3,Married,9,No,3,28,2,2,2,1,0
41,Sales,2,625,2,Female,3,4,1,Married,10,No,3,22,3,18,16,11,0
37,Sales,9,626,1,Male,3,3,2,Divorced,8,No,3,9,3,9,5,7,0
52,Other,6,630,4,Male,3,2,1,Divorced,6,Yes,3,18,3,10,9,6,0
32,Sales,11,631,4,Male,4,2,3,Married,5,No,3,6,3,4,2,1,1
24,Sales,24,632,4,Male,3,1,4,Married,2,No,3,3,3,2,2,2,0
38,Other,10,634,3,Female,3,2,3,Married,8,No,3,18,3,1,0,0,0
37,Other,1,635,2,Female,3,2,2,Married,7,No,3,8,2,6,5,4,0
49,Other,18,638,4,Male,2,5,3,Divorced,10,Yes,3,31,3,31,9,0,0
24,Other,23,639,2,Male,4,1,4,Married,3,Yes,3,6,3,6,5,1,0
26,Sales,28,641,1,Male,3,2,2,Married,7,No,4,6,4,5,3,1,0
24,Other,17,643,4,Male,2,1,2,Married,1,No,4,1,3,1,0,0,0
50,Human Resources,3,644,1,Male,3,5,2,Married,10,No,3,32,3,32,5,10,0
25,Sales,13,645,2,Male,3,1,3,Married,1,No,3,7,3,7,4,0,0
24,Other,7,647,1,Female,3,1,3,Married,3,Yes,3,6,3,6,3,1,1
30,Sales,12,648,2,Male,2,1,1,Married,1,No,3,1,4,1,0,0,1
34,Other,1,649,2,Male,2,1,4,Married,4,Yes,3,6,3,6,5,1,0
31,Sales,13,650,2,Male,3,2,1,Divorced,5,No,3,9,1,3,1,1,1
35,Other,25,652,1,Male,2,2,4,Single,4,No,3,9,3,3,2,0,0
31,Sales,6,653,1,Male,4,2,4,Divorced,6,No,4,13,4,7,7,5,0
27,Other,6,655,1,Female,2,1,3,Divorced,1,No,3,6,2,5,3,0,0
37,Sales,2,656,4,Male,3,2,3,Married,8,Yes,3,17,2,3,0,1,0
20,Other,1,657,4,Female,2,1,2,Single,3,No,3,1,4,1,0,0,0
42,Other,2,659,3,Female,3,2,4,Married,4,No,3,10,3,10,2,2,0
43,Other,6,661,2,Male,2,4,4,Divorced,10,Yes,3,21,2,1,0,0,0
38,Other,1,662,3,Female,3,1,1,Single,2,No,3,8,2,0,0,0,0
43,Other,9,663,4,Male,3,2,3,Divorced,6,Yes,3,10,3,8,7,4,0
48,Other,1,664,4,Female,2,4,1,Married,10,No,3,21,1,3,2,0,0
44,Human Resources,1,665,1,Female,2,2,3,Single,7,No,3,10,4,2,2,0,0
34,Sales,14,666,3,Female,3,1,3,Divorced,2,Yes,3,8,3,8,2,0,0
27,Sales,2,667,3,Male,3,1,1,Divorced,3,No,3,5,3,4,3,0,1
21,Sales,22,669,3,Male,3,1,3,Single,4,No,3,3,3,3,2,1,0
44,Other,3,671,4,Male,3,5,4,Married,10,Yes,3,26,4,2,2,0,0
22,Other,6,675,1,Male,3,1,3,Married,3,No,4,3,3,2,2,2,0
33,Sales,8,677,3,Male,3,2,3,Divorced,8,No,3,6,3,5,0,1,0
32,Other,9,679,1,Female,3,2,4,Married,7,Yes,3,6,2,6,4,0,0
30,Other,3,680,3,Female,3,1,3,Divorced,1,No,4,1,3,1,0,0,0
53,Sales,1,682,4,Female,3,2,1,Single,8,No,4,18,4,14,7,8,0
34,Other,1,683,2,Male,3,1,4,Married,2,No,3,10,2,10,9,8,0
45,Sales,26,684,1,Female,3,2,1,Married,5,No,3,5,3,1,1,0,1
26,Other,6,686,3,Female,3,1,4,Married,2,Yes,3,3,3,3,2,0,0
37,Other,3,689,3,Male,3,3,3,Married,8,No,3,10,3,10,7,7,0
29,Sales,3,690,2,Female,3,2,3,Married,6,No,3,6,2,6,0,1,0
35,Other,6,691,2,Male,1,2,4,Single,7,No,3,17,3,17,11,11,0
33,Other,6,692,3,Male,3,2,4,Divorced,8,No,4,15,1,13,11,4,0
54,Human Resources,19,698,3,Male,3,3,2,Married,9,No,3,16,4,9,7,7,0
36,Other,9,699,2,Male,2,2,2,Divorced,8,Yes,3,13,3,3,2,0,0
27,Other,3,700,1,Male,2,1,4,Single,1,No,3,5,3,4,2,1,0
20,Other,10,701,4,Male,3,1,3,Single,1,Yes,3,1,3,1,0,1,1
33,Other,3,702,1,Male,3,1,1,Single,4,Yes,3,10,3,10,8,9,1
35,Other,3,704,3,Male,2,1,3,Married,1,No,3,1,3,1,0,0,0
23,Other,4,705,1,Male,4,1,1,Married,3,No,3,5,4,3,2,0,0
25,Sales,8,707,4,Male,4,2,2,Married,5,No,4,4,3,3,2,1,0
38,Sales,7,709,4,Female,2,2,4,Single,4,No,4,8,3,7,7,0,0
29,Other,1,710,2,Male,1,1,4,Divorced,3,No,3,10,3,10,7,2,0
48,Sales,2,712,2,Male,4,2,2,Married,8,No,3,12,3,2,2,2,0
27,Sales,3,714,4,Female,4,2,4,Divorced,5,Yes,4,6,3,6,5,0,0
37,Other,10,715,4,Male,4,1,4,Single,5,No,3,4,3,1,0,0,0
50,Other,28,716,4,Male,4,1,3,Married,3,Yes,3,20,3,20,8,3,0
34,Other,9,717,4,Female,2,3,2,Single,8,No,3,9,4,8,7,7,0
24,Sales,3,720,1,Female,3,2,3,Single,5,No,3,4,3,2,2,2,1
39,Other,2,721,4,Female,2,2,3,Single,5,No,3,20,3,20,7,11,0
32,Sales,10,722,4,Male,3,2,4,Single,6,No,3,10,2,10,7,0,0
50,Sales,8,723,2,Male,3,2,3,Married,7,Yes,3,18,3,4,3,1,1
38,Other,1,724,2,Female,4,2,4,Single,8,No,3,10,2,9,7,1,0
27,Other,1,725,3,Female,3,3,1,Married,8,No,3,9,3,9,7,0,0
32,Other,3,727,3,Female,3,3,4,Single,9,No,3,10,3,7,7,7,0
47,Sales,14,728,4,Male,3,2,1,Single,6,No,3,20,3,7,7,1,0
40,Sales,5,729,4,Male,2,3,1,Married,9,Yes,4,20,3,18,13,1,0
53,Other,7,730,3,Male,4,4,3,Married,10,No,3,32,3,5,1,1,0
41,Human Resources,10,731,2,Male,2,5,4,Divorced,10,No,3,23,2,21,6,12,0
60,Sales,16,732,1,Male,3,2,1,Single,6,No,3,10,3,2,2,2,0
27,Other,10,733,4,Male,3,3,1,Divorced,8,No,4,9,2,9,7,1,0
41,Human Resources,1,734,4,Male,2,5,3,Married,10,No,3,22,3,22,7,2,0
50,Sales,8,738,4,Male,3,1,2,Married,4,No,3,4,3,2,2,2,0
28,Other,1,741,1,Female,1,1,2,Single,1,Yes,3,10,3,7,7,3,1
36,Other,8,742,1,Female,4,3,1,Married,9,No,3,10,3,8,7,0,0
38,Other,1,743,3,Female,3,3,3,Single,8,Yes,3,10,4,1,0,0,0
44,Other,24,744,1,Male,1,1,3,Single,4,No,3,9,3,5,2,1,0
47,Sales,3,746,4,Female,3,4,3,Divorced,9,Yes,3,28,2,22,2,11,0
30,Sales,27,747,3,Male,3,2,4,Divorced,6,No,4,10,2,8,7,7,0
29,Sales,10,749,3,Male,3,1,3,Single,2,No,3,1,3,1,0,0,0
42,Other,19,752,3,Male,4,1,3,Divorced,3,Yes,3,7,3,2,2,2,1
43,Sales,15,754,4,Male,2,2,4,Married,7,No,3,7,3,2,2,2,0
34,Other,8,757,2,Female,3,2,3,Single,7,No,3,10,3,5,1,4,0
23,Other,9,758,2,Male,3,1,1,Married,2,No,3,5,4,4,3,0,0
39,Human Resources,3,760,3,Female,4,2,2,Married,7,No,3,12,1,8,3,3,0
56,Other,9,762,3,Male,3,4,4,Married,9,No,3,30,2,10,7,1,0
40,Other,2,763,4,Female,2,1,4,Single,2,Yes,4,5,2,4,2,2,0
27,Other,7,764,4,Female,2,2,1,Single,7,No,3,9,1,7,6,0,0
29,Sales,10,766,4,Male,3,1,2,Divorced,1,No,3,2,3,2,2,2,0
53,Other,6,769,4,Male,3,2,4,Single,2,No,3,19,3,2,2,2,0
35,Other,2,771,4,Female,3,2,1,Divorced,6,No,3,16,4,1,0,0,0
32,Other,24,772,1,Male,3,2,4,Married,6,No,3,10,3,10,8,4,0
38,Other,2,773,4,Male,3,1,3,Married,3,Yes,3,6,1,1,0,0,0
34,Other,8,775,2,Female,3,2,1,Divorced,6,No,3,7,3,0,0,0,0
52,Sales,3,776,3,Male,2,4,1,Married,10,No,3,34,4,34,6,1,0
33,Other,1,780,4,Male,3,1,4,Single,2,Yes,3,10,2,10,9,7,1
25,Sales,26,781,3,Female,3,2,4,Single,7,No,4,6,2,6,5,1,0
45,Sales,2,783,2,Male,1,2,3,Single,7,No,3,9,3,8,7,3,0
23,Other,10,784,1,Male,4,1,3,Single,4,No,3,2,3,2,2,0,0
47,Sales,27,785,2,Female,4,2,3,Single,7,Yes,3,8,3,5,4,1,1
34,Sales,2,786,4,Male,3,2,4,Single,7,No,4,6,3,6,5,1,0
55,Other,2,787,4,Male,3,5,1,Married,10,Yes,3,24,3,5,2,1,1
36,Sales,8,789,1,Male,2,3,1,Single,8,No,3,10,3,10,7,0,0
52,Other,19,791,4,Male,3,1,4,Married,5,No,3,5,3,4,3,1,0
26,Other,1,792,1,Female,1,1,4,Divorced,5,No,3,5,3,2,2,2,0
29,Other,27,793,2,Female,3,2,3,Married,5,No,3,11,2,8,7,1,0
26,Sales,8,796,4,Male,2,2,1,Single,6,No,3,6,2,4,3,1,1
34,Other,1,797,2,Female,4,1,4,Single,3,No,3,10,3,4,2,1,0
54,Other,19,799,4,Female,3,2,1,Divorced,6,Yes,3,9,3,5,3,1,0
27,Sales,8,800,3,Male,3,2,4,Married,5,No,3,5,3,4,2,1,0
37,Other,10,802,4,Female,3,1,1,Divorced,3,Yes,3,6,2,5,3,4,0
38,Other,2,803,1,Female,4,2,1,Single,7,Yes,3,17,3,15,7,4,0
34,Other,2,804,3,Female,2,1,1,Single,5,No,3,6,3,6,5,1,0
35,Sales,8,805,1,Female,3,1,4,Married,2,No,3,3,2,3,2,0,0
30,Other,1,806,4,Male,1,1,3,Married,4,No,4,7,3,2,2,0,0
40,Other,2,807,3,Female,4,2,2,Married,5,No,4,8,3,8,7,3,0
34,Sales,8,808,3,Female,3,2,1,Married,7,No,3,6,3,3,2,1,0
42,Other,8,809,2,Male,3,5,4,Divorced,10,No,3,24,2,24,7,14,0
23,Other,6,811,3,Male,4,1,1,Married,1,Yes,4,1,3,0,0,0,1
24,Other,9,812,3,Male,2,1,2,Divorced,2,No,3,1,3,1,0,0,0
52,Other,11,813,4,Female,3,2,3,Married,3,No,4,9,3,5,2,1,0
50,Other,2,815,3,Male,3,4,3,Married,10,No,3,30,3,4,3,0,0
29,Other,1,816,2,Female,2,1,1,Married,2,Yes,3,1,3,1,0,0,1
33,Other,7,817,3,Male,3,3,3,Married,9,No,3,14,4,13,9,3,0
33,Sales,16,819,1,Female,3,2,1,Single,6,No,3,6,3,3,2,0,1
47,Other,2,820,3,Female,3,4,4,Married,10,Yes,3,26,2,26,14,3,0
36,Other,1,823,3,Female,3,2,2,Married,6,No,3,10,3,9,7,0,0
29,Other,23,824,3,Male,4,1,3,Married,3,No,4,10,3,10,7,0,0
58,Other,2,825,4,Male,3,5,2,Single,10,Yes,3,40,3,31,15,13,1
35,Other,1,826,4,Female,4,1,3,Single,2,No,3,7,3,2,2,2,0
42,Other,1,827,4,Female,2,2,4,Married,7,Yes,3,8,3,4,3,0,0
28,Other,2,828,3,Male,3,1,3,Single,5,No,3,5,2,2,2,2,1
36,Human Resources,13,829,3,Male,3,1,2,Married,1,No,3,8,3,5,2,0,0
32,Other,4,830,3,Female,2,2,3,Married,7,No,3,14,3,14,13,6,0
40,Other,16,832,1,Male,2,2,3,Single,6,No,3,10,3,1,0,0,0
30,Other,2,833,3,Female,2,2,4,Single,7,Yes,4,12,2,0,0,0,0
45,Other,2,834,2,Female,2,1,3,Single,1,No,3,1,3,1,0,0,0
42,Other,29,836,2,Male,3,2,2,Married,5,No,3,10,2,9,8,7,0
38,Other,12,837,1,Male,2,2,1,Divorced,7,No,3,13,2,4,3,1,0
34,Other,16,838,3,Female,2,1,4,Single,2,No,3,6,3,5,2,1,0
49,Sales,11,840,3,Female,3,3,4,Married,8,No,3,9,4,9,8,7,1
55,Sales,2,842,3,Male,3,2,4,Single,6,No,3,12,2,9,7,7,1
43,Other,14,843,2,Male,3,4,1,Married,10,No,4,22,3,4,1,1,0
27,Other,5,844,3,Male,2,3,4,Divorced,9,Yes,3,9,3,9,8,0,0
35,Other,7,845,3,Male,3,3,3,Single,9,No,4,17,4,8,5,1,0
28,Sales,2,846,2,Female,3,2,2,Married,5,Yes,4,8,3,8,7,7,0
34,Human Resources,3,847,3,Male,3,1,4,Married,4,No,3,4,1,3,2,0,0
26,Other,5,848,3,Female,2,1,3,Married,2,Yes,3,8,3,8,7,1,1
27,Other,3,850,4,Male,3,1,4,Married,1,No,3,0,2,0,0,0,0
51,Sales,26,851,1,Female,3,4,3,Married,10,No,3,29,2,20,6,4,0
44,Other,4,852,4,Male,3,2,2,Single,7,No,3,10,2,5,2,2,0
25,Other,2,854,1,Male,4,1,1,Single,4,No,3,6,2,4,3,0,0
33,Sales,1,855,1,Male,4,2,1,Divorced,4,No,4,9,3,9,8,0,0
35,Other,27,856,3,Female,2,1,1,Single,2,No,3,6,2,6,5,1,0
36,Sales,1,857,2,Male,3,2,4,Married,7,Yes,3,18,2,18,14,4,0
32,Sales,13,859,2,Male,3,2,4,Divorced,5,No,3,8,2,5,2,0,0
30,Other,5,861,2,Male,2,1,4,Divorced,4,No,3,10,2,5,4,0,0
53,Sales,7,862,1,Female,2,3,4,Married,9,Yes,3,35,3,5,2,0,0
45,Sales,9,864,4,Male,3,3,1,Divorced,9,Yes,3,18,3,5,4,0,0
32,Other,8,865,3,Female,4,2,3,Married,6,No,3,9,2,5,3,1,0
52,Other,25,867,3,Female,2,4,4,Married,10,No,4,31,3,9,8,0,0
37,Sales,16,868,4,Male,2,2,3,Divorced,7,No,3,9,3,1,0,0,0
28,Human Resources,8,869,2,Male,2,1,4,Divorced,6,No,3,6,3,5,1,0,0
22,Other,1,872,4,Male,2,2,4,Married,5,No,4,4,1,2,2,2,0
44,Other,8,874,1,Male,4,1,4,Married,3,Yes,4,10,2,3,2,0,0
42,Other,2,875,2,Male,3,1,4,Single,2,Yes,3,8,3,2,1,2,0
36,Human Resources,8,878,1,Male,2,1,1,Married,2,No,4,6,3,5,4,0,0
25,Sales,3,879,3,Male,3,2,1,Married,4,Yes,3,5,3,5,3,0,0
35,Other,9,880,4,Female,2,3,3,Married,9,Yes,4,17,3,17,14,5,0
35,Other,25,881,4,Female,3,1,2,Divorced,1,Yes,3,10,2,10,2,7,1
32,Other,1,882,4,Male,3,1,4,Divorced,1,No,3,4,3,3,0,0,0
25,Sales,4,885,3,Male,2,2,1,Married,5,No,3,5,4,5,2,0,0
49,Other,1,887,3,Female,3,1,1,Married,4,No,3,7,3,4,2,0,0
24,Other,4,888,1,Male,2,1,4,Married,3,No,3,6,2,5,2,3,0
32,Sales,5,889,2,Male,3,2,2,Married,7,No,3,10,3,10,8,5,0
38,Sales,9,893,2,Male,2,1,2,Married,3,No,3,3,3,2,2,1,0
42,Other,3,894,3,Female,4,2,4,Married,6,Yes,3,17,2,5,3,1,0
31,Other,11,895,4,Male,3,1,4,Married,2,Yes,3,8,3,6,4,0,0
29,Sales,1,896,2,Female,2,1,3,Divorced,3,Yes,3,5,3,3,2,0,1
53,Sales,8,897,1,Male,3,4,4,Married,9,No,3,28,3,2,0,2,0
35,Other,25,899,4,Male,2,3,2,Married,9,No,3,16,3,13,10,4,0
