Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41.04,No,Travel_Rarely,849,Research & Development,35.0,2,Life Sciences,1,421,1,Female,81,2,3,Research Director,2,Married,15076.25,22700.95,3,Y,No,11.9,3,3,80,1,19,2,3,10,8,0.0,1
62.64,No,Non-Travel,390,Research & Development,1.4,4,Life Sciences,1,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,7075.0,14497.6,2,Y,Yes,9.1,3,4,80,1,12,2,3,5,3,1.5,2
33.48,No,Travel_Rarely,691,Research & Development,7.0,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,6026.25,8565.45,0,Y,Yes,8.4,3,3,80,1,6,4,3,5,2,0.0,3
33.48,No,Travel_Rarely,106,Human Resources,2.8,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,8012.5,15148.7,3,Y,No,8.4,3,4,80,0,9,1,3,2,2,1.5,0
48.6,No,Travel_Frequently,1249,Research & Development,9.8,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,6512.5,17261.8,1,Y,No,12.6,3,1,80,1,24,2,3,24,9,13.5,11
33.48,No,Travel_Rarely,192,Research & Development,2.8,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,3368.75,6584.95,0,Y,Yes,12.6,3,2,80,1,3,2,1,2,2,3.0,2
35.64,No,Travel_Frequently,553,Research & Development,7.0,4,Life Sciences,1,428,4,Female,74,3,3,Manager,2,Married,14847.5,19859.4,6,Y,No,7.7,3,2,80,2,12,2,3,10,6,12.0,8
42.12,No,Travel_Rarely,117,Research & Development,14.0,1,Medical,1,429,3,Male,99,3,4,Manager,1,Married,21335.0,4551.75,1,Y,Yes,9.8,3,4,80,0,21,3,3,21,9,16.5,10
46.44,No,Travel_Frequently,185,Research & Development,14.0,4,Life Sciences,1,430,3,Female,33,3,1,Laboratory Technician,4,Single,3068.75,9073.75,0,Y,No,13.3,3,1,80,0,9,5,3,8,7,1.5,7
52.92,No,Travel_Rarely,1091,Research & Development,1.4,2,Technical Degree,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,17455.0,15138.5,7,Y,Yes,8.4,3,4,80,0,25,2,3,7,1,0.0,7
56.16,Yes,Travel_Rarely,723,Research & Development,11.2,4,Medical,1,433,3,Male,85,2,2,Research Scientist,2,Married,6176.25,15084.95,2,Y,No,10.5,3,1,80,0,11,3,2,8,2,10.5,7
29.16,No,Travel_Rarely,1220,Research & Development,7.0,3,Life Sciences,1,434,3,Female,85,3,1,Research Scientist,2,Single,3097.5,17797.3,1,Y,Yes,8.4,3,2,80,0,4,2,2,4,3,1.5,2
34.56,No,Travel_Rarely,588,Sales,11.2,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,2,Married,6535.0,20930.4,1,Y,Yes,7.7,3,4,80,0,13,2,3,13,12,16.5,9
29.16,No,Travel_Rarely,1377,Sales,2.8,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,5597.5,4455.7,1,Y,Yes,7.7,3,1,80,0,5,3,3,5,4,0.0,4
33.48,No,Travel_Rarely,691,Sales,9.8,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,9433.75,6071.55,4,Y,No,8.4,3,4,80,3,13,3,3,7,7,1.5,7
34.56,No,Travel_Rarely,1018,Research & Development,2.8,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,Single,6318.75,8973.45,7,Y,No,11.2,3,3,80,0,10,0,2,7,7,0.0,7
30.24,Yes,Travel_Rarely,1157,Research & Development,2.8,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,4330.0,21026.45,5,Y,Yes,9.1,3,4,80,0,5,4,2,3,2,3.0,2
32.4,No,Travel_Rarely,1275,Research & Development,39.2,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,7218.75,10143.9,1,Y,No,9.1,3,4,80,2,11,2,3,10,8,1.5,9
33.48,No,Travel_Frequently,798,Research & Development,9.8,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,11178.75,11928.9,1,Y,No,16.8,4,1,80,1,10,2,3,10,9,12.0,9
42.12,No,Travel_Frequently,672,Research & Development,9.8,2,Medical,1,444,3,Male,54,2,5,Manager,4,Married,24090.0,17969.85,1,Y,No,10.5,3,1,80,1,21,2,3,21,9,19.5,3
42.12,Yes,Travel_Rarely,1162,Sales,4.2,2,Medical,1,445,4,Female,41,3,2,Sales Executive,3,Married,6547.5,15111.3,4,Y,Yes,12.6,3,1,80,0,12,3,2,1,0,0.0,0
35.64,No,Travel_Frequently,508,Sales,14.0,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,5852.5,3669.45,3,Y,No,9.8,3,3,80,0,9,6,2,7,7,0.0,1
50.76,No,Travel_Rarely,1482,Research & Development,7.0,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,22875.0,13918.75,4,Y,No,7.7,3,2,80,1,21,2,3,3,2,1.5,1
46.44,No,Travel_Frequently,559,Research & Development,14.0,4,Life Sciences,1,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,6571.25,5292.95,1,Y,No,7.7,3,2,80,1,9,3,4,9,7,0.0,0
29.16,No,Non-Travel,210,Sales,1.4,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,7936.25,18790.95,0,Y,Yes,9.1,3,4,80,1,6,0,3,5,4,1.5,4
58.32,No,Travel_Frequently,928,Research & Development,28.0,4,Life Sciences,1,450,4,Female,31,3,2,Research Scientist,3,Single,6086.25,14352.25,3,Y,No,8.4,3,4,80,0,20,4,2,4,3,0.0,3
46.44,No,Travel_Rarely,1001,Research & Development,9.8,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,12481.25,7872.7,8,Y,No,11.2,3,1,80,1,10,1,2,1,0,0.0,0
48.6,No,Travel_Rarely,549,Research & Development,11.2,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,4621.25,7886.3,9,Y,No,9.8,3,1,80,2,12,3,3,10,9,13.5,8
43.2,No,Travel_Rarely,1124,Sales,1.4,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,9321.25,11282.05,2,Y,Yes,15.4,4,3,80,3,6,2,2,4,3,0.0,2
31.32,Yes,Travel_Rarely,318,Research & Development,11.2,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2648.75,4045.15,1,Y,Yes,7.7,3,4,80,0,7,4,2,7,7,0.0,7
31.32,No,Travel_Rarely,738,Research & Development,12.6,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,4978.75,6477.85,0,Y,No,11.9,3,3,80,0,4,2,3,3,2,3.0,2
32.4,No,Travel_Rarely,570,Sales,7.0,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,7647.5,4616.35,1,Y,No,9.1,3,3,80,3,10,2,3,10,9,1.5,2
29.16,No,Travel_Rarely,1130,Sales,11.2,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,7767.5,2902.75,1,Y,No,12.6,3,1,80,1,8,3,3,8,7,0.0,7
39.96,No,Travel_Rarely,1192,Research & Development,7.0,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,7933.75,19700.45,7,Y,No,11.2,3,3,80,2,8,2,2,6,2,0.0,4
41.04,No,Travel_Rarely,343,Research & Development,21.0,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,14387.5,13329.7,0,Y,Yes,9.8,3,2,80,1,12,3,3,11,10,3.0,9
33.48,No,Travel_Rarely,1232,Research & Development,9.8,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,8928.75,21856.05,1,Y,Yes,9.8,3,3,80,0,11,2,2,11,9,6.0,10
31.32,No,Travel_Rarely,144,Sales,14.0,1,Marketing,1,463,4,Female,39,2,2,Sales Executive,2,Divorced,10335.0,10086.1,1,Y,Yes,9.8,3,1,80,2,7,2,3,7,7,1.5,7
37.8,No,Travel_Rarely,1296,Research & Development,7.0,4,Technical Degree,1,464,3,Male,62,3,3,Manufacturing Director,2,Single,10118.75,15524.4,0,Y,No,9.1,3,4,80,0,17,5,3,16,6,0.0,13
24.84,No,Travel_Rarely,1309,Research & Development,36.4,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,3630.0,13678.2,1,Y,No,8.4,3,3,80,2,4,2,2,4,2,0.0,2
44.28,No,Travel_Rarely,483,Research & Development,8.4,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,7540.0,8593.5,6,Y,Yes,10.5,3,4,80,0,8,3,3,5,4,1.5,2
50.76,No,Travel_Frequently,1309,Sales,5.6,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,3720.0,21888.35,3,Y,No,13.3,3,1,80,0,5,3,3,0,0,0.0,0
45.36,No,Travel_Rarely,810,Research & Development,32.2,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,19990.0,13515.85,2,Y,No,9.8,3,2,80,0,16,2,3,1,0,0.0,0
31.32,No,Non-Travel,746,Sales,2.8,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,5811.25,14388.8,1,Y,No,9.8,3,1,80,1,4,3,2,4,3,0.0,2
45.36,No,Travel_Rarely,544,Human Resources,2.8,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,3370.0,20414.45,0,Y,Yes,7.7,3,3,80,1,4,5,3,3,2,1.5,0
34.56,No,Travel_Rarely,1062,Research & Development,2.8,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,2962.5,3362.6,1,Y,No,9.1,3,3,80,1,8,4,3,8,0,0.0,7
51.84,No,Travel_Rarely,530,Sales,40.6,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,15630.0,20381.3,3,Y,No,14.7,4,2,80,1,15,3,1,0,0,0.0,0
39.96,No,Travel_Rarely,1319,Research & Development,8.4,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,7467.5,14450.85,4,Y,Yes,9.1,3,1,80,2,13,2,3,7,7,9.0,7
32.4,No,Non-Travel,641,Sales,35.0,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,5920.0,5158.65,7,Y,Yes,8.4,3,2,80,1,4,2,4,2,2,3.0,2
28.08,No,Travel_Rarely,933,Sales,1.4,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,6620.0,17132.6,1,Y,No,11.9,3,2,80,1,8,3,3,8,7,10.5,7
45.36,No,Travel_Rarely,1332,Research & Development,2.8,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,8476.25,14516.3,3,Y,No,16.1,4,2,80,0,14,6,3,1,0,0.0,0
22.68,Yes,Travel_Frequently,756,Sales,1.4,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,2717.5,7777.5,1,Y,Yes,7.7,3,3,80,0,3,3,3,3,2,1.5,2
38.88,No,Non-Travel,845,Sales,1.4,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,8316.25,12984.6,4,Y,No,10.5,3,2,80,0,7,6,3,1,0,0.0,0
38.88,No,Travel_Frequently,541,Sales,4.2,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,12123.75,6159.1,4,Y,No,7.7,3,1,80,1,16,2,3,13,9,1.5,12
61.56,No,Travel_Rarely,593,Research & Development,1.4,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,8443.75,2521.95,2,Y,No,7.7,3,3,80,0,15,2,3,3,2,1.5,2
43.2,No,Travel_Rarely,1171,Research & Development,14.0,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2766.25,19120.75,3,Y,Yes,9.1,3,3,80,1,10,3,3,7,7,1.5,7
22.68,No,Non-Travel,895,Sales,12.6,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,3262.5,2423.35,1,Y,No,16.8,4,3,80,0,3,3,2,3,2,3.0,2
35.64,Yes,Travel_Rarely,350,Sales,7.0,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,3563.75,7777.5,1,Y,Yes,9.1,3,2,80,0,1,2,3,1,0,0.0,0
39.96,No,Travel_Rarely,921,Research & Development,14.0,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,4315.0,15013.55,6,Y,No,14.0,4,2,80,1,17,3,3,5,4,0.0,3
49.68,No,Non-Travel,1144,Research & Development,9.8,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,6572.5,13637.4,2,Y,No,9.8,3,3,80,0,7,2,4,1,0,0.0,0
44.28,Yes,Travel_Frequently,143,Sales,5.6,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,11693.75,8124.3,1,Y,No,12.6,3,3,80,0,8,5,3,8,7,10.5,7
54.0,No,Travel_Rarely,1046,Research & Development,14.0,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,13120.0,2341.75,6,Y,No,10.5,3,4,80,0,20,2,3,4,3,1.5,3
43.2,Yes,Travel_Rarely,575,Sales,30.8,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,7975.0,5193.5,2,Y,Yes,8.4,3,1,80,2,8,6,3,6,4,1.5,0
33.48,No,Travel_Rarely,408,Research & Development,12.6,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,3321.25,6418.35,0,Y,Yes,11.2,3,4,80,0,3,5,3,2,2,3.0,2
22.68,Yes,Travel_Rarely,156,Sales,16.8,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,3395.0,21608.7,1,Y,No,10.5,3,4,80,0,1,0,3,1,0,0.0,0
31.32,No,Travel_Rarely,1283,Research & Development,32.2,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2751.25,15442.8,9,Y,No,11.2,3,4,80,0,6,4,3,3,2,1.5,2
37.8,No,Travel_Rarely,755,Research & Development,12.6,4,Life Sciences,1,496,3,Male,97,2,2,Healthcare Representative,2,Single,8175.0,16484.9,9,Y,No,13.3,3,3,80,0,10,5,3,1,1,0.0,0
29.16,No,Travel_Rarely,1469,Research & Development,1.4,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,4770.0,15198.85,1,Y,No,7.7,3,2,80,1,5,2,3,5,2,0.0,4
30.24,No,Travel_Rarely,304,Sales,12.6,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,6566.25,17637.5,1,Y,No,11.2,3,4,80,0,7,1,3,7,5,0.0,7
52.92,No,Travel_Rarely,1261,Research & Development,9.8,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,13706.25,10256.1,8,Y,No,16.8,4,3,80,0,26,2,3,5,2,0.0,0
55.08,No,Travel_Rarely,1178,Sales,19.6,2,Life Sciences,1,500,3,Female,87,3,2,Sales Executive,4,Married,6170.0,12632.7,4,Y,No,7.7,3,3,80,1,18,2,2,7,7,0.0,7
38.88,No,Travel_Rarely,329,Research & Development,2.8,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,3178.75,10087.8,4,Y,No,9.1,3,2,80,1,6,3,3,2,2,3.0,2
36.72,Yes,Non-Travel,1362,Sales,26.6,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,6630.0,3954.2,8,Y,Yes,9.1,3,2,80,0,9,3,2,5,2,0.0,4
59.4,No,Travel_Rarely,1311,Research & Development,2.8,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,20823.75,19769.3,2,Y,Yes,9.1,3,3,80,0,30,2,3,5,4,1.5,2
25.92,No,Travel_Rarely,1371,Sales,14.0,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,5325.0,5027.75,1,Y,Yes,8.4,3,4,80,1,5,2,4,5,2,0.0,3
32.4,No,Travel_Rarely,202,Sales,2.8,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,3095.0,14818.9,1,Y,No,12.6,3,1,80,1,1,3,3,1,0,0.0,0
28.08,Yes,Travel_Frequently,575,Research & Development,4.2,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3877.5,5594.7,0,Y,No,15.4,4,3,80,0,7,2,3,6,4,0.0,4
23.76,No,Travel_Rarely,253,Research & Development,15.4,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,Married,2805.0,20774.0,1,Y,No,9.1,3,4,80,1,2,1,3,2,1,1.5,2
38.88,No,Travel_Rarely,164,Sales,2.8,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,9495.0,3237.65,1,Y,No,9.1,3,2,80,2,10,2,3,10,9,13.5,0
32.4,Yes,Travel_Frequently,464,Research & Development,5.6,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2856.25,2912.95,9,Y,Yes,16.1,4,3,80,0,3,4,3,1,0,0.0,0
39.96,No,Travel_Rarely,1107,Research & Development,19.6,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3792.5,22876.9,1,Y,No,8.4,3,3,80,1,18,2,2,18,7,18.0,17
43.2,No,Travel_Rarely,759,Sales,2.8,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,7143.75,19170.05,7,Y,No,8.4,3,3,80,2,8,5,3,5,4,1.5,3
45.36,No,Travel_Rarely,201,Research & Development,1.4,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,3220.0,17416.5,3,Y,No,11.2,3,2,80,1,8,5,3,5,2,1.5,2
39.96,No,Travel_Rarely,1305,Research & Development,14.0,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,5246.25,17954.55,2,Y,Yes,8.4,3,4,80,0,18,2,2,1,0,0.0,1
46.44,No,Travel_Rarely,982,Research & Development,16.8,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,17920.0,3693.25,1,Y,No,7.7,3,3,80,1,25,3,3,25,10,4.5,9
43.2,No,Travel_Rarely,555,Research & Development,2.8,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,4310.0,11420.6,6,Y,No,15.4,4,2,80,1,20,3,3,1,0,0.0,0
58.32,No,Travel_Rarely,821,Research & Development,7.0,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,24257.5,7232.65,4,Y,No,7.7,3,3,80,1,24,4,2,4,2,1.5,2
36.72,No,Non-Travel,1381,Sales,5.6,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,8172.5,10829.0,9,Y,No,10.5,3,1,80,1,6,3,3,3,2,1.5,2
33.48,No,Travel_Rarely,480,Research & Development,9.8,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,5382.5,3532.6,1,Y,No,8.4,3,2,80,1,13,5,1,13,10,4.5,12
46.44,No,Travel_Frequently,313,Research & Development,29.4,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,2822.5,12952.3,7,Y,No,14.0,4,1,80,1,8,1,3,3,2,1.5,2
46.44,No,Travel_Rarely,1473,Research & Development,11.2,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,5652.5,1892.95,4,Y,Yes,9.8,3,4,80,0,8,3,3,5,2,0.0,2
27.0,No,Travel_Rarely,891,Sales,5.6,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,5608.75,10276.5,1,Y,Yes,7.7,3,2,80,0,5,3,3,5,4,1.5,3
39.96,No,Non-Travel,1063,Research & Development,35.0,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,5561.25,20286.1,3,Y,Yes,10.5,3,1,80,2,15,2,3,13,11,15.0,7
33.48,No,Travel_Rarely,329,Research & Development,1.4,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2772.5,13764.05,1,Y,No,8.4,3,3,80,1,4,3,3,4,2,4.5,2
42.12,No,Travel_Frequently,1218,Research & Development,1.4,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,23996.25,6981.05,1,Y,Yes,9.8,3,3,80,1,21,3,3,21,8,1.5,6
60.48,No,Travel_Frequently,906,Sales,8.4,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,16515.0,15517.6,9,Y,No,7.7,3,4,80,3,36,0,2,7,7,10.5,7
32.4,No,Travel_Rarely,1082,Sales,16.8,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,8221.25,16624.3,0,Y,No,7.7,3,2,80,0,6,6,3,5,4,6.0,4
44.28,No,Travel_Rarely,645,Sales,1.4,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,10490.0,16631.1,1,Y,No,11.2,3,3,80,1,10,2,3,10,7,0.0,7
30.24,No,Travel_Rarely,1300,Research & Development,23.8,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,5697.5,11504.75,1,Y,No,8.4,3,4,80,1,10,2,3,10,0,1.5,8
27.0,Yes,Travel_Rarely,688,Research & Development,4.2,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,5038.75,7986.6,5,Y,No,9.1,3,3,80,1,6,5,3,2,2,0.0,2
56.16,No,Travel_Rarely,319,Research & Development,4.2,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,9961.25,16667.65,2,Y,Yes,9.8,3,3,80,0,28,4,3,5,4,0.0,4
48.6,No,Travel_Rarely,192,Research & Development,14.0,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,3317.5,8206.75,3,Y,No,14.7,4,4,80,2,8,3,2,2,2,0.0,2
56.16,No,Travel_Rarely,1490,Research & Development,5.6,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,20693.75,8763.5,2,Y,No,9.1,3,4,80,0,31,2,1,5,2,1.5,4
45.36,No,Travel_Frequently,532,Research & Development,40.6,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,5695.0,10992.2,2,Y,No,7.7,3,2,80,1,19,3,3,5,4,0.0,2
32.4,No,Travel_Rarely,317,Research & Development,2.8,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,7613.75,21074.05,2,Y,No,14.0,4,3,80,0,11,2,3,5,4,0.0,2
64.8,No,Travel_Rarely,422,Research & Development,9.8,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,24457.5,3275.9,5,Y,No,7.7,3,4,80,0,33,5,1,29,8,16.5,10
49.68,No,Travel_Rarely,1485,Research & Development,25.2,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,6012.5,22366.9,2,Y,No,9.8,3,3,80,1,19,5,2,10,7,0.0,8
45.36,No,Travel_Frequently,1368,Research & Development,39.2,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,5653.75,3728.1,0,Y,No,7.7,3,4,80,3,7,4,4,6,5,0.0,4
25.92,Yes,Travel_Rarely,1448,Sales,1.4,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,4002.5,18676.2,1,Y,Yes,11.2,3,2,80,0,6,4,3,5,3,1.5,4
36.72,Yes,Travel_Frequently,296,Sales,8.4,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,2938.75,10415.05,0,Y,No,11.2,3,4,80,1,3,3,2,2,2,1.5,0
41.04,No,Travel_Frequently,1490,Research & Development,2.8,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,2127.5,10290.1,1,Y,Yes,16.1,4,3,80,1,1,3,3,1,0,0.0,0
43.2,No,Travel_Rarely,1398,Sales,2.8,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,22551.25,11068.7,0,Y,No,9.8,3,4,80,0,21,2,3,20,15,1.5,12
28.08,No,Travel_Rarely,1349,Research & Development,32.2,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,3607.5,2577.2,1,Y,No,15.4,4,2,80,2,3,3,1,3,2,0.0,2
32.4,No,Non-Travel,1400,Research & Development,4.2,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2621.25,14223.9,4,Y,No,10.5,3,3,80,1,9,3,1,5,3,1.5,4
31.32,No,Travel_Rarely,986,Research & Development,4.2,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,14918.75,18297.1,1,Y,No,12.6,3,3,80,0,10,2,3,10,2,0.0,7
31.32,Yes,Travel_Rarely,408,Research & Development,35.0,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,3182.5,15555.0,5,Y,No,11.2,3,2,80,0,6,2,4,2,2,1.5,1
20.52,Yes,Travel_Rarely,489,Human Resources,2.8,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,3205.0,15671.45,1,Y,No,8.4,3,3,80,0,1,3,4,1,0,0.0,0
32.4,No,Non-Travel,1398,Sales,30.8,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,10515.0,2456.5,0,Y,No,7.7,3,3,80,0,10,3,3,9,8,10.5,8
61.56,No,Travel_Rarely,210,Sales,40.6,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,17647.5,18786.7,3,Y,No,8.4,3,3,80,1,32,3,2,1,0,0.0,0
54.0,No,Travel_Rarely,1099,Research & Development,40.6,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,21307.5,7916.9,0,Y,No,10.5,3,2,80,1,28,2,3,27,10,22.5,7
32.4,No,Non-Travel,1116,Research & Development,2.8,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,3205.0,6103.85,0,Y,No,9.8,3,3,80,0,12,2,2,11,7,9.0,7
64.8,No,Travel_Frequently,1499,Sales,39.2,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,12832.5,2418.25,4,Y,No,13.3,3,4,80,0,22,5,4,18,13,19.5,11
50.76,No,Travel_Rarely,983,Research & Development,2.8,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,6337.5,6280.65,5,Y,No,9.1,3,3,80,3,20,2,3,5,0,0.0,4
49.68,No,Travel_Rarely,1009,Research & Development,2.8,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,22326.25,1944.8,6,Y,No,9.1,3,3,80,0,26,2,1,3,2,0.0,1
37.8,No,Travel_Rarely,144,Research & Development,30.8,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,5287.5,16341.25,0,Y,No,10.5,3,3,80,0,6,2,3,5,4,6.0,3
58.32,No,Travel_Rarely,548,Research & Development,11.2,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,4725.0,19913.8,7,Y,No,7.7,3,3,80,0,19,3,3,1,0,0.0,0
36.72,No,Travel_Rarely,1303,Research & Development,2.8,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,3460.0,7153.6,3,Y,No,8.4,3,3,80,1,14,3,3,7,3,7.5,7
49.68,No,Travel_Rarely,1125,Sales,14.0,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,11338.75,9828.55,2,Y,Yes,13.3,3,3,80,1,15,3,3,3,2,1.5,2
