Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41.04,No,Travel_Rarely,343,Research & Development,21.0,2,Life Sciences,1,461,3.0,Male,92,2,3,Research Director,4.0,Divorced,14387.5,13329.7,0,Y,Y,9.8,3,2,80,1,12.0,3,3.0,10.735638007250149,10,3.0,9
33.48,No,Travel_Rarely,1232,Research & Development,9.8,4,Medical,1,462,0.0,Female,39,3,3,Manufacturing Director,4.0,Single,8928.75,21856.05,1,Y,Yes,9.8,3,3,80,0,11.0,2,2.0,10.359854435882372,9,6.0,10
31.32,No,Travel_Rarely,144,Sales,14.0,1,Marketing,1,463,4.0,Female,39,2,2,Sales Executive,2.0,Divorced,10335.0,10086.1,1,Y,Yes,9.8,3,1,80,2,7.0,2,3.0,6.349198337129,7,1.5,7
37.8,No,Travel_Rarely,1296,Research & Development,7.0,4,Technical Degree,1,464,3.0,Male,62,3,3,Manufacturing Director,2.0,Single,10118.75,15524.4,0,Y,No,9.1,3,4,80,0,17.0,5,3.0,16.02542128456808,6,0.0,13
24.84,No,Travel_Rarely,1309,R&D,36.4,1,Life Sciences,1,465,,Male,83,3,1,Research Scientist,4.0,DIVORCED,3630.0,13678.2,1,Y,No,8.4,3,3,80,2,4.0,2,2.0,3.75567995730596,2,0.0,2
44.28,No,Travel_Rarely,483,Research & Development,8.4,3,Medical,1,466,4.0,Male,95,2,2,Manufacturing Director,2.0,Single,"6.032,00",8593.5,6,Y,Yes,10.5,3,4,80,0,8.0,3,3.0,3.927071620075029,4,1.5,2
50.76,No,Travel_Frequently,1309,Sales ,5.6,1,Medical,1,467,2.0,Male,99,3,2,Sales Representative,3.0,Single,"2.976,00",21888.35,3,Y,No,13.3,3,1,80,0,5.0,3,3.0,0.2564706253957478,0,0.0,0
45.36,No,Travel_Rarely,810,Research & Development,32.2,5,Life Sciences,1,468,0.0,Female,44,3,4,Research Director,4.0,Single,19990.0,13515.85,2,Y,No,9.8,3,2,80,0,16.0,2,3.0,0.3907551793567072,0,0.0,0
31.32,No,Non-Travel,746,Sales,2.8,3,Life Sciences,1,469,4.0,Male,61,3,2,Sales Executive,3.0,Married,5811.25,14388.8,1,Y,No,9.8,3,1,80,1,4.0,3,2.0,3.419837487365347,3,0.0,2
45.36,No,Travel_Rarely,544,Human Resources,2.8,1,Technical Degree,1,470,,Male,52,3,1,Human Resources,3.0,Divorced,3370.0,20414.45,0,Y,Yes,7.7,3,3,80,1,4.0,5,3.0,2.979186982856538,2,1.5,0
34.56,No,Travel_Rarely,1062,Research & Development,2.8,3,Medical,1,471,,Female,75,3,1,Laboratory Technician,2.0,Married,2962.5,3362.6,1,Y,No,9.1,3,3,80,1,8.0,4,3.0,7.549942170963043,0,0.0,7
51.84,No,Travel_Rarely,530,Sales,40.6,1,Medical,1,473,1.0,F,91,3,3,Manager,3.0,Married,15630.0,20381.3,3,Y,No,14.7,4,2,80,1,15.0,3,1.0,0.0612527491697594,0,0.0,0
39.96,No,Travel_Rarely,1319,Research & Development,8.4,3,Medical,1,474,3.0,Male,51,4,2,Research Scientist,1.0,Divorced,7467.5,14450.85,4,Y,Yes,9.1,3,1,80,2,13.0,2,3.0,7.986730445801279,7,9.0,7
32.4,No,Non-Travel,641,Sales,35.0,2,Technical Degree,1,475,4.0,Female,85,3,2,Sales Executive,3.0,Married,5920.0,5158.65,7,Y,Yes,8.4,3,2,80,1,4.0,2,4.0,1.8104711769088395,2,3.0,2
28.08,No,Travel_Rarely,933,Sales,1.4,3,Life Sciences,1,476,3.0,Male,57,3,2,Sales Executive,3.0,Married,6620.0,17132.6,1,Y,No,11.9,3,2,80,1,8.0,3,3.0,7.470210426891676,7,10.5,7
45.36,No,Travel_Rarely,1332,Research & Development,2.8,4,Other,1,477,1.0,Male,98,2,2,Healthcare Representative,4.0,Single,8476.25,14516.3,3,Y,No,16.1,4,2,80,0,14.0,6,3.0,1.090753488813655,0,0.0,0
22.68,Yes,Travel_Frequently,756,Sales,1.4,1,Technical Degree,1,478,,Female,99,2,1,Sales Representative,2.0,Single,2717.5,7777.5,1,Y,Yes,7.7,3,3,80,0,3.0,3,3.0,2.612384103166156,2,1.5,2
38.88,No,Non-Travel,845,Sales,1.4,5,Medical,1,479,4.0,Female,45,3,2,Sales Executive,4.0,Single,8316.25,12984.6,4,Y,No,10.5,3,2,80,0,7.0,6,3.0,1.0118757409988737,0,0.0,0
38.88,No,Travel_Frequently,541,Sales,4.2,4,Medical,1,481,1.0,Male,48,2,3,Sales Executive,4.0,Married,12123.75,6159.1,4,Y,No,7.7,3,1,80,1,16.0,2,3.0,13.15781798834062,9,1.5,12
61.56,No,Travel_Rarely,593,Research & Development,1.4,4,Medical,1,482,5.0,Male,88,3,2,Healthcare Representative,3.0,Married,"6.755,00",2521.95,2,Y,No,7.7,3,3,80,0,15.0,2,3.0,2.982401530768758,2,1.5,2
43.2,No,Travel_Rarely,1171,Research & Development,14.0,4,Life Sciences,1,483,,Female,46,4,1,Laboratory Technician,3.0,Married,2766.25,19120.75,3,Y,Yes,9.1,3,3,80,1,10.0,3,3.0,7.028279474794584,7,1.5,7
22.68,No,Non-Travel,895,Sales,12.6,2,Medical,1,484,,Male,39,3,1,Sales Representative,4.0,SINGLE,3262.5,2423.35,1,Y,No,16.8,4,3,80,0,3.0,3,2.0,3.0960451903163246,2,3.0,2
35.64,Yes,Travel_Rarely,350,Sales,7.0,3,Marketing,1,485,5.0,Female,34,3,1,Sales Representative,3.0,Single,3563.75,7777.5,1,Y,Yes,9.1,3,2,80,0,1.0,2,3.0,1.7985563612604054,0,0.0,0
39.96,No,Travel_Rarely,921,R&D Lab,14.0,3,Medical,1,486,,Female,98,3,1,Laboratory Technician,1.0,Married,"3.452,00",15013.55,6,Y,No,14.0,4,2,80,1,17.0,3,3.0,4.873540347946503,4,0.0,3
49.68,No,Non-Travel,1144,Research & Development,9.8,4,Medical,1,487,3.0,Female,30,3,2,Manufacturing Director,3.0,Married,6572.5,13637.4,2,Y,No,9.8,3,3,80,0,7.0,2,4.0,1.063717203334045,0,0.0,0
44.28,Yes,Travel_Frequently,143,Sales,5.6,3,Marketing,1,488,1.0,Male,56,3,2,Sales Executive,2.0,Single,"9.355,00",8124.3,1,Y,No,12.6,3,3,80,0,8.0,5,3.0,8.433424531671072,7,10.5,7
54.0,No,Travel_Rarely,1046,Research and Dev,14.0,3,Technical Degree,1,491,4.0,Male,100,2,3,Healthcare Representative,4.0,Single,13120.0,2341.75,6,Y,No,10.5,3,4,80,0,20.0,2,3.0,4.23551841570901,3,1.5,3
43.2,Yes,Travel_Rarely,575,Sales,30.8,2,Marketing,1,492,3.0,Male,68,2,2,Sales Executive,3.0,Married,7975.0,5193.5,2,Y,Yes,8.4,3,1,80,2,8.0,6,3.0,5.82089539975461,4,1.5,0
33.48,No,Travel_Rarely,408,Research & Development,12.6,4,Life Sciences,1,493,,Male,42,2,1,Research Scientist,2.0,Single,3321.25,6418.35,0,Y,Yes,11.2,3,4,80,0,3.0,5,3.0,2.450931718508944,2,3.0,2
22.68,Yes,Travel_Rarely,156,Sales,16.8,3,Life Sciences,1,494,,Female,90,4,1,Sales Representative,2.0,Single,3395.0,21608.7,1,Y,No,10.5,3,4,80,0,1.0,0,3.0,0.5643765594425354,0,0.0,0
31.32,No,Travel_Rarely,1283,Research & Development,32.2,3,Life Sciences,1,495,,Male,54,3,1,Research Scientist,4.0,Single,"2.201,00",15442.8,9,Y,No,11.2,3,4,80,0,6.0,4,3.0,2.886625286350887,2,1.5,2
37.8,No,Travel_Rarely,755,R&D Lab,12.6,4,Life Sciences,1,496,3.0,Male,97,2,2,Healthcare Representative,2.0,Single,8175.0,16484.9,9,Y,No,13.3,3,3,80,0,10.0,5,3.0,0.6144567297477801,1,0.0,0
29.16,No,Travel_Rarely,1469,Research & Development,1.4,2,Medical,1,497,,Male,82,3,1,Laboratory Technician,2.0,Divorced,4770.0,15198.85,1,Y,No,7.7,3,2,80,1,5.0,2,3.0,5.28808729973555,2,0.0,4
30.24,No,Travel_Rarely,304,Sales,12.6,4,Life Sciences,1,498,2.0,Male,92,3,2,Sales Executive,4.0,Single,6566.25,17637.5,1,Y,No,11.2,3,4,80,0,7.0,1,3.0,7.594799890642374,5,0.0,7
52.92,No,Travel_Rarely,1261,Research & Development,9.8,3,Other,1,499,2.0,Mal,31,2,3,Healthcare Representative,3.0,SINGLE,13706.25,10256.1,8,Y,No,16.8,4,3,80,0,26.0,2,3.0,5.111668079348178,2,0.0,0
55.08,No,Travel_Rarely,1178,Sales,19.6,2,Life Sciences,1,500,3.0,Female,87,3,2,Sales Executive,4.0,Married,6170.0,12632.7,4,Y,No,7.7,3,3,80,1,18.0,2,2.0,7.037632972964594,7,0.0,7
38.88,No,Travel_Rarely,329,Research & Development,2.8,3,Life Sciences,1,501,,Female,96,3,1,Research Scientist,3.0,Married,3178.75,10087.8,4,Y,No,9.1,3,2,80,1,6.0,3,3.0,1.562495666270962,2,3.0,2
36.72,Yes,Non-Travel,1362,Sales,26.6,3,Marketing,1,502,1.0,Male,67,4,2,Sales Executive,4.0,Single,6630.0,3954.2,8,Y,Yes,9.1,3,2,80,0,9.0,3,2.0,4.648724441439918,2,0.0,4
59.4,No,Travel_Rarely,1311,ResDev,2.8,3,Life Sciences,1,505,3.0,Female,97,3,4,Manager,4.0,Single,"16.659,00",19769.3,2,Y,Yes,9.1,3,3,80,0,30.0,2,3.0,4.403369942180787,4,1.5,2
25.92,No,Travel_Rarely,1371,Sales,14.0,4,Marketing,1,507,4.0,Female,77,3,2,Sales Executive,3.0,Divorced,5325.0,5027.75,1,Y,Yes,8.4,3,4,80,1,5.0,2,4.0,3.9116593053639086,2,0.0,3
32.4,No,Travel_Rarely,202,Sale Dept,2.8,1,Technical Degree,1,508,,Male,72,3,1,Sales Representative,2.0,Married,3095.0,14818.9,1,Y,No,12.6,3,1,80,1,1.0,3,3.0,0.8044829993847541,0,0.0,0
28.08,Yes,Travel_Frequently,575,Research & Development,4.2,1,Technical Degree,1,510,,Male,73,3,1,Research Scientist,1.0,Single,3877.5,5594.7,0,Y,No,15.4,4,3,80,0,7.0,2,3.0,5.850947365323518,4,0.0,4
23.76,No,Travel_Rarely,253,Research & Development,15.4,3,Medical,1,511,,Female,43,3,1,Research Scientist,2.0,Married,2805.0,20774.0,1,Y,No,9.1,3,4,80,1,2.0,1,3.0,3.0864211476866528,1,1.5,2
38.88,No,Travel_Rarely,164,Sales,2.8,2,Medical,1,513,2.0,Male,61,2,3,Sales Executive,3.0,Married,9495.0,3237.65,1,Y,No,9.1,3,2,80,2,10.0,2,3.0,10.781406783104057,9,13.5,0
32.4,Yes,Travel_Frequently,464,Research & Development,5.6,3,Technical Degree,1,514,,Male,40,3,1,Research Scientist,4.0,Single,2856.25,2912.95,9,Y,Yes,16.1,4,3,80,0,3.0,4,3.0,1.2778201198167671,0,0.0,0
39.96,No,Travel_Rarely,1107,ResDev,19.6,3,Life Sciences,1,515,,Female,95,3,1,Laboratory Technician,1.0,Divorced,4551.0,22876.9,1,Y,No,8.4,3,3,80,1,18.0,2,2.0,19.042238615270783,7,18.0,17
43.2,No,Travel_Rarely,759,Sales,2.8,2,Marketing,1,516,4.0,Female,46,3,2,Sales Executive,2.0,Divorced,7143.75,19170.05,7,Y,No,8.4,3,3,80,2,8.0,5,3.0,5.695451748092637,4,1.5,3
45.36,No,Travel_Rarely,201,Research & Development,1.4,4,Life Sciences,1,517,,Female,95,3,1,Laboratory Technician,1.0,Divorced,3220.0,17416.5,3,Y,No,11.2,3,2,80,1,8.0,5,3.0,3.996215989318613,2,1.5,2
39.96,No,Travel_Rarely,1305,Research & Development,14.0,4,Life Sciences,1,518,5.0,Male,49,3,2,Manufacturing Director,2.0,Single,5246.25,17954.55,2,Y,Yes,8.4,3,4,80,0,18.0,2,2.0,1.533728086117376,0,0.0,1
46.44,No,Travel_Rarely,982,Research & Development,16.8,3,Life Sciences,1,520,1.0,Male,59,2,4,Research Director,2.0,DIVORCED,21504.0,3693.25,1,Y,No,7.7,3,3,80,1,25.0,3,3.0,25.35572713259741,10,4.5,9
43.2,No,Travel_Rarely,555,Research & Development,2.8,3,Medical,1,521,2.0,Female,78,2,2,Laboratory Technician,3.0,Married,4310.0,11420.6,6,Y,No,15.4,4,2,80,1,20.0,3,3.0,0.8553110264336543,0,0.0,0
58.32,No,Travel_Rarely,821,Research & Development,7.0,2,Medical,1,522,1.0,Male,86,3,5,Research Director,1.0,Married,24257.5,7232.65,4,Y,No,7.7,3,3,80,1,24.0,4,2.0,3.2923987402412425,2,1.5,2
36.72,No,Non-Travel,1381,Saless,5.6,4,Marketing,1,523,3.0,Female,72,3,2,Sales Executive,3.0,Married,8172.5,10829.0,9,Y,No,10.5,3,1,80,1,6.0,3,3.0,3.297700567855212,2,1.5,2
33.48,No,Travel_Rarely,480,Research & Development,9.8,2,Medical,1,524,2.0,Female,31,3,2,Manufacturing Director,1.0,Married,5382.5,3532.6,1,Y,No,8.4,3,2,80,1,13.0,5,1.0,11.960436138512751,10,4.5,12
46.44,No,Travel_Frequently,313,Research & Development,29.4,3,Medical,1,525,,Male,61,3,1,Laboratory Technician,4.0,Married,2822.5,12952.3,7,Y,no,14.0,4,1,80,1,8.0,1,3.0,2.98926251881267,2,1.5,2
46.44,No,Travel_Rarely,1473,Research & Development,11.2,4,Other,1,526,3.0,Female,74,3,2,Healthcare Representative,3.0,Divorced,5652.5,1892.95,4,Y,Yes,9.8,3,4,80,0,8.0,3,3.0,4.691454795856562,2,0.0,2
27.0,No,Travel_Rarely,891,Sales,5.6,2,Life Sciences,1,527,2.0,Female,99,2,2,Sales Executive,4.0,Single,5608.75,10276.5,1,Y,Yes,7.7,3,2,80,0,5.0,3,3.0,4.370578979223902,4,9.0,3
39.96,No,Non-Travel,1063,Research & Development,35.0,5,Medical,1,529,2.0,Female,72,3,2,Research Scientist,3.0,Married,5561.25,20286.1,3,Y,Yes,10.5,3,1,80,2,15.0,2,3.0,13.594400503826105,11,15.0,7
33.48,No,Travel_Rarely,329,R&D Lab,1.4,2,Life Sciences,1,530,,Male,98,2,1,Laboratory Technician,1.0,Married,2772.5,13764.05,1,Y,No,8.4,3,3,80,1,4.0,3,3.0,3.9793457847096136,2,4.5,2
42.12,No,Travel_Frequently,1218,Research & Development,1.4,1,Life Sciences,1,531,2.0,Male,52,3,5,Manager,3.0,Divorced,23996.25,6981.05,1,Y,Yes,9.8,3,3,80,1,21.0,3,3.0,21.086983164584783,8,1.5,6
60.48,No,Travel_Frequently,906,Sales,8.4,3,Life Sciences,1,532,3.0,Female,86,4,4,Sales Executive,1.0,MARRIED,16515.0,15517.6,9,Y,No,7.7,3,4,80,3,36.0,0,2.0,7.453935973621213,7,10.5,7
32.4,No,Travel_Rarely,1082,Sale,16.8,3,Technical Degree,1,533,2.0,Female,83,3,2,Sales Executive,3.0,Single,8221.25,16624.3,0,Y,No,7.7,3,2,80,0,6.0,6,3.0,4.995604721848323,4,6.0,4
44.28,No,Travel_Rarely,645,Saless,1.4,3,Marketing,1,534,2.0,Male,49,4,3,Sales Executive,1.0,Married,10490.0,16631.1,1,Y,No,11.2,3,3,80,1,10.0,2,3.0,10.22570559932375,7,0.0,7
30.24,No,Travel_Rarely,1300,Research and Dev,23.8,2,Medical,1,536,3.0,Male,79,3,2,Laboratory Technician,1.0,Divorced,5697.5,11504.75,1,Y,No,8.4,3,4,80,1,10.0,2,3.0,10.407925810244546,0,1.5,8
27.0,Yes,Travel_Rarely,688,Research & Development,4.2,3,Medical,1,538,,Male,91,3,1,Laboratory Technician,1.0,Married,5038.75,7986.6,5,Y,No,9.1,3,3,80,1,6.0,5,3.0,2.2833779634594134,2,0.0,2
56.16,No,Travel_Rarely,319,Research & Development,4.2,3,Medical,1,543,4.0,Male,39,2,3,Manufacturing Director,3.0,Married,9961.25,16667.65,2,Y,Yes,9.8,3,3,80,0,28.0,4,3.0,5.1429900830941415,4,0.0,4
48.6,No,Travel_Rarely,192,Research & Development,14.0,2,Life Sciences,1,544,,Male,69,3,1,Research Scientist,4.0,Married,3317.5,8206.75,3,Y,No,14.7,4,4,80,2,8.0,3,2.0,2.8915564176875286,2,0.0,2
56.16,No,Travel_Rarely,1490,Research & Development,5.6,2,Life Sciences,1,546,4.0,Female,30,3,4,Manager,4.0,Married,20693.75,8763.5,2,Y,No,9.1,3,4,80,0,31.0,2,1.0,5.6209852990049285,2,1.5,4
45.36,No,Travel_Frequently,532,Research & Development,40.6,2,Life Sciences,1,547,1.0,Female,92,3,2,Research Scientist,3.0,Divorced,5695.0,10992.2,2,Y,No,7.7,3,2,80,1,19.0,3,3.0,4.957118415383583,4,0.0,2
32.4,No,Travel_Rarely,317,Research & Development,2.8,3,Life Sciences,1,548,3.0,Female,43,1,2,Manufacturing Director,4.0,SINGLE,7613.75,21074.05,2,Y,No,14.0,4,3,80,0,11.0,2,3.0,4.545153524925774,4,0.0,2
64.8,No,Travel_Rarely,422,Research & Development,9.8,3,Life Sciences,1,549,1.0,Female,41,3,5,Manager,1.0,Married,24457.5,3275.9,5,Y,No,7.7,3,4,80,0,33.0,5,1.0,29.31931182491882,8,16.5,10
49.68,No,Travel_Rarely,1485,R&D Lab,25.2,3,Medical,1,550,3.0,Female,87,3,2,Manufacturing Director,3.0,Divorced,6012.5,22366.9,2,Y,No,9.8,3,3,80,1,19.0,5,2.0,10.107930324094502,7,0.0,8
45.36,No,Travel_Frequently,1368,Research and Dev,39.2,4,Technical Degree,1,551,4.0,Female,88,2,2,Healthcare Representative,4.0,Married,5653.75,3728.1,0,Y,No,7.7,3,4,80,3,7.0,4,4.0,6.854497831594417,5,0.0,4
25.92,Yes,Travel_Rarely,1448,Sales,1.4,1,Technical Degree,1,554,,Female,62,3,1,Sales Representative,2.0,Single,4002.5,18676.2,1,Y,Y,11.2,3,2,80,0,6.0,4,3.0,5.493746502850361,3,1.5,4
36.72,Yes,Travel_Frequently,296,Sales,8.4,2,Marketing,1,555,,Female,33,1,1,Sales Representative,3.0,Divorced,2938.75,10415.05,0,Y,No,11.2,3,4,80,1,3.0,3,2.0,2.382102194000954,2,1.5,0
41.04,No,Travel_Frequently,1490,Research & Development,2.8,2,Life Sciences,1,556,,Male,42,3,1,Laboratory Technician,4.0,Married,2553.0,10290.1,1,Y,Yes,16.1,4,3,80,1,1.0,3,3.0,1.0064757689770474,0,0.0,0
43.2,No,Travel_Rarely,1398,Sales,2.8,4,Life Sciences,1,558,3.0,Female,79,3,5,Manager,3.0,Married,22551.25,11068.7,0,Y,No,9.8,3,4,80,0,21.0,2,3.0,19.56215062916638,15,1.5,12
28.08,No,Travel_Rarely,1349,R&D Lab,32.2,3,Life Sciences,1,560,,Female,90,3,1,Research Scientist,4.0,Divorced,3607.5,2577.2,1,Y,No,15.4,4,2,80,2,3.0,3,1.0,2.9010185156493424,2,0.0,2
32.4,No,Non-Travel,1400,Research & Development,4.2,3,Life Sciences,1,562,,Male,53,3,1,Laboratory Technician,4.0,Married,2621.25,14223.9,4,Y,No,10.5,3,3,80,1,9.0,3,1.0,5.238414047162055,3,1.5,4
31.32,No,Travel_Rarely,986,Research & Development,4.2,4,Medical,1,564,2.0,Male,93,2,3,Research Director,3.0,Married,14918.75,18297.1,1,Y,No,12.6,3,3,80,0,10.0,2,3.0,9.135209953495426,2,0.0,7
31.32,Yes,Travel_Rarely,408,Research & Development,35.0,5,Technical Degree,1,565,,Female,71,2,1,Research Scientist,2.0,Married,3182.5,15555.0,5,Y,No,11.2,3,2,80,0,6.0,2,4.0,2.620856979826172,2,1.5,1
20.52,Yes,Travel_Rarely,489,Human Resources,2.8,2,Technical Degree,1,566,,Male,52,2,1,Human Resources,4.0,Single,3205.0,15671.45,1,Y,No,8.4,3,3,80,0,1.0,3,4.0,2.03352200087569,0,0.0,0
32.4,No,Non-Travel,1398,Sales,30.8,4,Other,1,567,3.0,Female,69,3,3,Sales Executive,1.0,Married,10515.0,2456.5,0,Y,No,7.7,3,3,80,0,10.0,3,3.0,8.027530354814624,8,10.5,8
61.56,No,Travel_Rarely,210,Sales,40.6,3,Marketing,1,568,1.0,Male,56,2,4,Manager,4.0,Divorced,17647.5,18786.7,3,Y,No,8.4,3,3,80,1,32.0,3,2.0,0.2998922244932321,0,0.0,0
54.0,No,Travel_Rarely,1099,Research & Development,40.6,4,Life Sciences,1,569,2.0,Male,88,2,4,Manager,3.0,Married,21307.5,7916.9,0,Y,No,10.5,3,2,80,1,28.0,2,3.0,27.11483123211657,10,22.5,7
32.4,No,Non-Travel,1116,Research & Development,2.8,3,Medical,1,571,,Female,49,3,1,Laboratory Technician,4.0,Single,3205.0,6103.85,0,Y,No,9.8,3,3,80,0,12.0,2,2.0,10.708709542182532,7,9.0,7
64.8,No,Travel_Frequently,1499,Sales,39.2,3,Marketing,1,573,3.0,Female,80,2,3,Sales Executive,1.0,Married,12832.5,2418.25,4,Y,No,13.3,3,4,80,0,22.0,5,4.0,18.13045321691584,13,19.5,11
50.76,No,Travel_Rarely,983,Research & Development,2.8,2,Medical,1,574,1.0,Female,65,3,2,Manufacturing Director,4.0,Divorced,6337.5,6280.65,5,Y,No,9.1,3,3,80,3,20.0,2,3.0,4.964162981721281,0,0.0,4
49.68,No,Travel_Rarely,1009,Research & Development,2.8,3,Life Sciences,1,575,1.0,Male,51,3,4,Research Director,3.0,Married,22326.25,1944.8,6,Y,No,9.1,3,3,80,0,26.0,2,1.0,2.4880907402554726,2,0.0,1
37.8,No,Travel_Rarely,144,R&D Lab,30.8,3,Life Sciences,1,577,,Male,46,1,1,Laboratory Technician,3.0,Single,5287.5,16341.25,0,Y,No,10.5,3,3,80,0,6.0,2,3.0,5.644203170089245,4,6.0,3
58.32,No,Travel_Rarely,548,Research & Development,11.2,4,Life Sciences,1,578,3.0,Female,42,3,2,Laboratory Technician,3.0,Single,4725.0,19913.8,7,Y,No,7.7,3,3,80,0,19.0,3,3.0,1.2322583026214249,0,0.0,0
36.72,No,Travel_Rarely,1303,R&D,2.8,4,Life Sciences,1,579,,Male,62,2,1,Research Scientist,3.0,Divorced,3460.0,7153.6,3,Y,No,8.4,3,3,80,1,14.0,3,3.0,6.720129012635864,3,7.5,7
49.68,No,Travel_Rarely,1125,Sales,14.0,3,Marketing,1,580,3.0,Female,94,2,3,Sales Executive,4.0,Married,11338.75,9828.55,2,Y,Yes,13.3,3,3,80,1,15.0,3,3.0,3.7525125573304106,2,1.5,2
103.54,No,Travel_Rarely,1274,R&D,12.6,1,Life Sciences,1,581,3.0,Male,33,3,3,Manufacturing Director,2.0,Divorced,13310.0,12234.9,1,Y,No,17.5,4,4,80,1,13.0,6,4.0,12.745797022553123,8,0.0,8
35.64,Yes,Travel_Rarely,1277,Research & Development,21.0,1,Medical,1,582,2.0,Male,56,3,3,Manager,3.0,Married,17012.5,20926.15,7,Y,Yes,8.4,3,4,80,0,15.0,2,4.0,6.379079741647233,6,10.5,7
35.64,Yes,Travel_Rarely,587,R&D Lab,14.0,1,Medical,1,584,,Male,38,1,1,Laboratory Technician,4.0,Divorced,4260.0,5699.25,7,Y,No,9.1,3,1,80,3,8.0,2,3.0,4.091755911543868,3,1.5,3
32.4,No,Travel_Rarely,413,Sales,9.8,1,Marketing,1,585,,Male,57,3,1,Sales Representative,2.0,Single,3728.75,15638.3,0,Y,No,9.8,3,1,80,0,4.0,3,3.0,3.176578811611333,2,1.5,2
37.8,No,Travel_Rarely,1276,Research & Development,22.4,3,Life Sciences,1,586,4.0,Male,72,3,3,Healthcare Representative,3.0,Married,9540.0,12150.75,4,Y,Yes,8.4,3,3,80,0,10.0,2,3.0,8.265958446109423,7,0.0,0
33.48,Yes,Travel_Frequently,534,Research & Development,28.0,3,Life Sciences,1,587,1.0,Male,66,3,3,Healthcare Representative,3.0,Married,12280.0,19471.8,3,Y,No,8.4,3,1,80,0,12.0,2,3.0,1.3481755633262436,0,0.0,0
36.72,Yes,Travel_Frequently,988,Human Resources,32.2,3,Human Resources,1,590,2.0,Female,43,3,3,Human Resources,1.0,Divorced,12437.5,9803.05,9,Y,Yes,10.5,3,3,80,3,11.0,2,3.0,3.258062364288845,2,0.0,2
45.36,No,Travel_Frequently,1474,Research & Development,7.0,2,Other,1,591,0.0,Male,97,3,1,Laboratory Technician,3.0,Married,2616.25,7871.0,4,Y,No,11.9,3,4,80,1,8.0,4,3.0,2.237746820724587,2,3.0,0
38.88,No,Non-Travel,635,Sales,14.0,4,Medical,1,592,2.0,Male,32,3,3,Sales Executive,4.0,Single,12475.0,13020.3,1,Y,No,9.8,3,4,80,0,10.0,3,2.0,9.713123099845918,3,13.5,7
23.76,Yes,Travel_Frequently,1368,Research and Dev,5.6,1,Technical Degree,1,593,,Male,99,2,1,Laboratory Technician,3.0,Single,4867.5,7759.65,5,Y,No,11.2,3,3,80,0,4.0,3,3.0,1.6596278627147232,2,1.5,2
51.84,No,Travel_Rarely,163,Sales,2.8,5,Marketing,1,595,2.0,Female,37,3,2,Sales Executive,4.0,Married,5063.75,16709.3,2,Y,No,9.8,3,1,80,1,14.0,2,3.0,9.371182458129558,7,9.0,7
59.4,No,Travel_Rarely,1117,Sales,25.2,5,Life Sciences,1,597,1.0,Female,83,3,4,Manager,,Single,"16.835,00",8392.05,3,Y,N,16.1,4,4,80,0,37.0,2,,10.121728255349945,9,10.5,7
44.28,No,Non-Travel,267,Sales,14.0,2,Life Sciences,1,599,4.0,female,56,3,2,Sales Executive,4.0,Single,7787.5,11415.5,7,Y,No,9.8,3,4,80,0,16.0,3,3.0,14.410122869743129,3,1.5,10
37.8,No,Travel_Rarely,619,Sales,1.4,3,Marketing,1,600,2.0,Male,85,3,2,Sales Executive,3.0,Married,5896.25,15860.15,9,Y,No,7.7,3,3,80,0,15.0,2,3.0,10.1463614221862,9,9.0,9
43.2,No,Travel_Rarely,302,Research & Development,8.4,3,Life Sciences,1,601,2.0,Female,75,3,4,Manufacturing Director,3.0,Single,16546.25,17309.4,7,Y,No,10.5,3,3,80,0,22.0,3,3.0,19.749606808791203,6,7.5,13
42.12,No,Travel_Frequently,443,R&D Lab,11.2,1,Life Sciences,1,602,,Female,48,3,1,Laboratory Technician,3.0,Married,4693.75,15191.2,1,Y,No,7.7,3,1,80,1,8.0,3,3.0,8.953509450955277,3,0.0,7
33.48,No,Travel_Rarely,828,Sales,2.8,1,Life Sciences,1,604,2.0,Male,77,3,2,Sales Executive,4.0,Single,8227.5,7094.1,4,Y,Yes,9.1,3,3,80,0,10.0,2,4.0,6.27626657617372,5,0.0,5
45.36,No,Travel_Rarely,319,Research & Development,33.6,3,Medical,1,605,4.0,Male,56,3,3,Manufacturing Director,1.0,Married,9257.5,5907.5,1,Y,Yes,14.7,4,4,80,1,10.0,5,2.0,10.147775225489577,9,7.5,8
48.6,No,Travel_Rarely,561,Sales,2.8,3,Other,1,606,4.0,Male,61,3,2,Sales Executive,2.0,Married,6006.25,13750.45,0,Y,No,13.3,3,2,80,1,9.0,3,4.0,8.353962183484837,7,4.5,7
28.08,Yes,Travel_Frequently,426,Human Resources,23.8,4,Life Sciences,1,608,,Female,58,3,1,Human Resources,3.0,Divorced,3426.25,19386.8,0,Y,Yes,7.7,3,2,80,1,8.0,2,2.0,8.10422526293309,7,1.5,0
