Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus_Single,OverTime_No,OverTime_Yes,WorkLifeRatio,ExperienceRatio,CommuteSatisfactionRatio,StagnationScore,SatisfactionIndex,JobSatisfaction_WorkLifeBalance,PCA1,PCA2,Attrition
55.0,4.0,3.0,5.0,1.0,10.0,37.0,35.83576175632464,10.0,1.0,0.0,1.0,1.0,0.6727272727272727,1.0,0.8179525219379937,0.5,3.0,8.0012100123099,1.7109817217421528,0
47.0,1.0,3.0,3.0,2.0,9.0,10.0,9.67818373251188,7.0,0.0,0.0,1.0,0.3448275862068966,0.2127659574468085,14.5,0.29483996066656687,0.34,4.0,1.8224319387789936,2.524760276494922,1
28.0,4.0,3.0,1.0,4.0,1.0,5.0,3.928145445315275,2.0,0.0,1.0,0.0,0.5,0.17857142857142858,2.25,0.08556677527637349,0.6799999999999999,8.0,-2.464576895057996,-1.1925718637840008,0
37.0,3.0,3.0,2.0,4.0,7.0,7.0,4.423418823470809,4.0,0.0,1.0,0.0,0.3684210526315789,0.1891891891891892,1.5,0.09635531313449844,0.74,16.0,-1.0941405372081865,-3.298939488171141,0
21.0,4.0,2.0,1.0,3.0,3.0,3.0,2.86686129171562,2.0,1.0,1.0,0.0,1.0,0.14285714285714285,1.0,0.07178439671868572,0.7200000000000001,12.0,-1.9273652279584528,-1.9360416996275565,0
37.0,1.0,3.0,3.0,4.0,9.0,15.0,4.86502379143489,2.0,0.0,0.0,1.0,0.7894736842105263,0.40540540540540543,0.25,0.10597479224512486,0.5599999999999999,12.0,0.4936026965688315,-2.344674353462292,0
35.0,2.0,4.0,3.0,2.0,9.0,10.0,7.438759815460943,7.0,0.0,1.0,0.0,0.5882352941176471,0.2857142857142857,11.0,0.2180518904147635,0.4,4.0,1.2935129217793337,2.1912988137917484,0
38.0,1.0,4.0,2.0,1.0,7.0,8.0,8.051751715904942,0.0,0.0,0.0,1.0,0.4,0.21052631578947367,7.0,0.2407402599139793,0.31999999999999995,3.0,0.984731371416886,2.506751161730424,0
26.0,3.0,3.0,2.0,2.0,7.0,6.0,5.314672612200901,5.0,0.0,1.0,0.0,0.75,0.23076923076923078,0.5,0.12510506014491393,0.4,2.0,-0.575522252898474,1.8642439745559687,0
50.0,1.0,3.0,5.0,2.0,10.0,28.0,11.679023281343095,4.0,0.0,1.0,0.0,0.875,0.56,2.0,0.2637396832941134,0.34,4.0,3.5426673880675295,1.3695084679135887,0
53.0,3.0,3.0,4.0,3.0,10.0,21.0,4.726472281705088,3.0,0.0,0.0,1.0,0.6,0.39622641509433965,1.0,0.11229229488515295,0.54,6.0,1.4834731351190333,0.0682909072630274,0
42.0,2.0,3.0,2.0,3.0,5.0,20.0,19.339592061696035,16.0,0.0,1.0,0.0,0.8333333333333334,0.47619047619047616,0.3333333333333333,0.5239655157467297,0.54,9.0,4.413487586781533,-1.1183190663454936,0
29.0,2.0,3.0,2.0,4.0,5.0,10.0,10.278642811948238,7.0,1.0,1.0,0.0,0.9090909090909091,0.3448275862068966,0.5,0.22389963199682303,0.56,8.0,0.44124659068678007,-1.4426567348236945,0
55.0,2.0,3.0,2.0,4.0,6.0,12.0,9.761140666093608,7.0,0.0,0.0,1.0,0.32432432432432434,0.21818181818181817,5.0,0.21262688498787663,0.62,12.0,0.2830403258868843,-1.8175088705446922,0
26.0,1.0,3.0,2.0,1.0,5.0,5.0,4.30503472029703,3.0,0.0,0.0,1.0,0.625,0.19230769230769232,11.0,0.12178326146107951,0.31999999999999995,3.0,-0.9556140963422662,2.6375635320713315,0
37.0,4.0,3.0,1.0,4.0,1.0,17.0,16.477450261153454,12.0,1.0,1.0,0.0,0.8947368421052632,0.4594594594594595,0.25,0.4056060757923618,0.74,12.0,2.110660424938535,-2.5592788711355254,0
44.0,4.0,3.0,1.0,3.0,3.0,19.0,1.1888981242031855,0.0,0.0,0.0,1.0,0.7307692307692307,0.4318181818181818,8.0,0.025897762706704217,0.54,3.0,-1.007536694834866,1.7965806493805054,1
38.0,4.0,3.0,2.0,4.0,7.0,10.0,0.8869397133342014,2.0,0.0,1.0,0.0,0.5,0.2631578947368421,5.75,0.028655773524691893,0.74,12.0,-1.1467012186963448,-1.5917920806650048,0
26.0,1.0,3.0,1.0,2.0,2.0,5.0,2.9302396593090028,2.0,0.0,0.0,1.0,0.625,0.19230769230769232,8.0,0.063829397848044,0.4,6.0,-2.3279808658255403,1.1197305309111192,1
44.67822000848201,4.0,3.0,1.0,4.0,3.0,5.0,5.03487972627803,3.0,1.0,1.0,0.0,0.18741880074496395,0.11191135186340832,2.0,0.10967476334049625,0.74,12.0,-2.0638195947043454,-2.229824472162011,0
49.0,3.0,3.0,5.0,1.0,10.0,22.0,2.79658937357228,2.0,1.0,0.0,1.0,0.7096774193548387,0.4489795918367347,10.0,0.07025366382915334,0.43999999999999995,3.0,1.7261676264684784,2.690819365133639,0
36.0,3.0,3.0,2.0,2.0,5.0,10.0,8.572179749434813,0.0,1.0,1.0,0.0,0.5555555555555556,0.2777777777777778,1.5,0.2520767415215236,0.5199999999999999,6.0,1.1183509921886585,0.6264311652945149,0
31.0,4.0,3.0,1.0,2.0,3.0,2.0,1.4580716656771024,2.0,0.0,1.0,0.0,0.15384615384615385,0.06451612903225806,2.5,0.05043230795514288,0.52,4.0,-2.8292872173463177,1.3635172600300614,0
26.0,4.0,2.0,2.0,4.0,5.0,8.0,7.779639484179008,7.0,1.0,0.0,1.0,1.0,0.3076923076923077,1.0,0.23481284034507977,0.74,12.0,0.9246722994537222,-2.4370385949462214,1
37.0,2.0,3.0,1.0,4.0,1.0,4.0,3.985402883171133,2.0,0.0,0.0,1.0,0.21052631578947367,0.10810810810810811,2.25,0.09614958337629669,0.56,8.0,-2.5597759170016303,-1.165068881513703,0
42.0,3.0,3.0,4.0,2.0,9.0,23.0,18.984307440196226,4.0,0.0,1.0,0.0,0.9583333333333334,0.5476190476190477,13.0,0.4508773653223241,0.58,8.0,4.168208555810949,0.8259291675688344,0
18.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.0,1.0,0.0,0.6,9.0,-3.9483830748923845,-0.9313334864394237,1
35.0,3.0,3.0,3.0,2.0,8.0,12.0,11.797619210769682,9.0,0.0,1.0,0.0,0.7058823529411765,0.34285714285714286,8.0,0.31300090580432904,0.45999999999999996,4.0,2.167104870567182,1.806937249324227,0
36.0,3.0,4.0,1.0,4.0,4.0,4.0,1.4813864113549875,0.0,0.0,1.0,0.0,0.2222222222222222,0.1111111111111111,4.5,0.032269033802976195,0.6799999999999999,12.0,-2.9092477026343753,-1.7722567783592087,0
51.0,4.0,1.0,2.0,2.0,6.0,13.0,3.898398336432301,1.0,0.0,1.0,0.0,0.3939393939393939,0.2549019607843137,1.0,0.09425436371030826,0.58,6.0,-0.54813069634993,0.5060216242781534,0
41.0,4.0,3.0,4.0,2.0,10.0,22.0,22.59735773966802,10.0,1.0,1.0,0.0,0.9565217391304348,0.5365853658536586,1.0,0.4922381460839219,0.58,6.0,4.465313296473667,0.3133268481242441,0
18.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.0,3.3333333333333335,0.0,0.66,9.0,-3.9265438582867063,-0.7013198960235482,0
28.0,2.0,4.0,2.0,1.0,7.0,9.0,8.254837197424887,3.0,1.0,1.0,0.0,0.9,0.32142857142857145,16.0,0.17981508303300944,0.38,3.0,0.05756610556356412,3.0480075021717785,0
31.0,2.0,4.0,2.0,4.0,8.0,10.0,7.836920895410791,7.0,0.0,1.0,0.0,0.7692307692307693,0.3225806451612903,1.75,0.2360606010786414,0.56,8.0,1.2268252983056696,-1.1679066868860521,0
39.0,3.0,4.0,3.0,4.0,8.0,19.0,17.46816717148737,10.0,0.0,1.0,0.0,0.9047619047619048,0.48717948717948717,0.25,0.4085157188163452,0.62,8.0,3.3628768797014312,-1.4399084020954462,0
36.0,2.0,3.0,2.0,2.0,7.0,11.0,9.375087870399357,8.0,0.0,1.0,0.0,0.6111111111111112,0.3055555555555556,12.0,0.20421749860596927,0.45999999999999996,6.0,0.5197030144476326,1.472972082882004,0
32.0,4.0,2.0,2.0,3.0,6.0,13.0,12.776895478215858,8.0,0.0,1.0,0.0,0.9285714285714286,0.40625,2.3333333333333335,0.31566133735368135,0.6000000000000001,6.0,1.793527993025889,-0.0033205238060676416,0
38.0,1.0,2.0,3.0,2.0,9.0,19.0,10.086311128744594,8.0,0.0,1.0,0.0,0.95,0.5,12.5,0.219710071771949,0.4,6.0,2.243161629761837,1.5534400580962355,0
58.0,4.0,1.0,2.0,3.0,7.0,12.0,5.3389885666320325,3.0,0.0,0.0,1.0,0.3,0.20689655172413793,0.3333333333333333,0.12563473447530832,0.66,9.0,-0.29680297287042007,-0.9791680170701657,0
31.0,3.0,3.0,1.0,4.0,5.0,6.0,4.800810962679568,2.0,0.0,0.0,1.0,0.46153846153846156,0.1935483870967742,1.25,0.10457604447357287,0.6799999999999999,12.0,-1.745415134926953,-2.28489464979057,0
31.0,1.0,2.0,2.0,1.0,7.0,9.0,1.5107370638057953,2.0,0.0,1.0,0.0,0.6923076923076923,0.2903225806451613,2.0,0.042243948516902774,0.31999999999999995,3.0,-0.9651239235523064,2.000595862168972,0
45.0,1.0,3.0,3.0,1.0,5.0,24.0,25.13735180661009,9.0,0.0,1.0,0.0,0.8888888888888888,0.5333333333333333,7.0,0.6315869520829912,0.31999999999999995,3.0,5.048537636042076,2.2440332198202353,0
31.0,3.0,3.0,1.0,4.0,2.0,3.0,3.2858321832222863,2.0,0.0,0.0,1.0,0.23076923076923078,0.0967741935483871,0.5,0.09024640741786388,0.5599999999999999,4.0,-2.520924394565074,-0.3466332187960033,0
33.0,4.0,3.0,3.0,2.0,9.0,12.0,10.562044717590544,6.0,0.0,1.0,0.0,0.8,0.36363636363636365,2.5,0.3047575311103486,0.58,6.0,2.289071910530334,0.5483754152625271,0
39.0,3.0,3.0,4.0,1.0,10.0,21.0,21.245117706975893,9.0,0.0,0.0,1.0,1.0,0.5384615384615384,10.0,0.5654735726511607,0.43999999999999995,3.0,5.570646928759677,2.4910457835569537,0
43.0,3.0,3.0,1.0,4.0,2.0,9.0,8.372180242770764,7.0,1.0,1.0,0.0,0.36,0.20930232558139536,2.5,0.19170673566148094,0.6799999999999999,12.0,-0.8508011800817681,-2.1933305853868292,0
49.0,3.0,2.0,4.0,3.0,10.0,25.0,6.944305808504814,1.0,1.0,0.0,1.0,0.8064516129032258,0.5102040816326531,0.3333333333333333,0.15126778344610292,0.6,9.0,2.0092351183850017,-0.941429832253555,0
52.0,3.0,2.0,2.0,2.0,5.0,11.0,8.584907249387035,2.0,0.0,1.0,0.0,0.3235294117647059,0.21153846153846154,4.0,0.2523539845980346,0.45999999999999996,4.0,0.7562983373599035,1.5659583540927615,1
27.0,3.0,3.0,1.0,2.0,2.0,4.0,3.1568255434527246,3.0,1.0,0.0,1.0,0.4444444444444444,0.14814814814814814,2.5,0.07810068676241633,0.45999999999999996,4.0,-2.375380479786675,1.3079739481177226,0
32.0,3.0,2.0,2.0,2.0,5.0,13.0,13.371624634956651,12.0,0.0,0.0,1.0,0.9285714285714286,0.40625,4.0,0.3939653070554906,0.5199999999999999,6.0,2.9029091499072104,0.6057234501939708,0
27.0,4.0,3.0,2.0,3.0,5.0,5.0,4.761618437582625,4.0,1.0,0.0,1.0,0.5555555555555556,0.18518518518518517,0.6666666666666666,0.10372231386859151,0.66,9.0,-1.3836822009406784,-1.0606634239640305,0
31.0,4.0,3.0,2.0,4.0,8.0,13.0,8.04691994584928,7.0,0.0,1.0,0.0,1.0,0.41935483870967744,1.75,0.18462159201788214,0.74,12.0,1.0801698158008837,-2.2525764076625268,0
32.0,1.0,4.0,2.0,4.0,6.0,10.0,6.486194272823565,7.0,1.0,1.0,0.0,0.7142857142857143,0.3125,0.5,0.141288741842157,0.5,8.0,-0.1286991172908087,-1.3349392873131525,0
28.0,1.0,1.0,1.0,4.0,3.0,5.0,2.3300197058398098,2.0,0.0,0.0,1.0,0.5,0.17857142857142858,0.5,0.06942594834955766,0.5,8.0,-2.083519590530127,-1.3293978189512148,1
30.0,4.0,3.0,2.0,4.0,7.0,11.0,10.8884223890139,8.0,0.0,1.0,0.0,0.9166666666666666,0.36666666666666664,7.0,0.24651802746975704,0.74,12.0,1.1216390595852275,-1.6557819668674536,0
31.0,3.0,2.0,3.0,3.0,8.0,10.0,9.963611070874212,9.0,0.0,1.0,0.0,0.7692307692307693,0.3225806451612903,2.3333333333333335,0.2917218535675362,0.6,9.0,2.061545940310216,-0.8918163262973958,0
39.0,3.0,2.0,5.0,4.0,10.0,21.0,20.57446666280329,9.0,0.0,1.0,0.0,1.0,0.5384615384615384,1.75,0.5695359230079532,0.6799999999999999,12.0,5.981852171197492,-2.330044837678973,0
39.0,4.0,3.0,2.0,3.0,6.0,12.0,1.7661696950544046,0.0,0.0,0.0,1.0,0.5714285714285714,0.3076923076923077,1.0,0.03847246684230959,0.6000000000000001,6.0,-1.205631798704082,0.060341596998921505,1
33.0,2.0,2.0,2.0,4.0,5.0,9.0,6.988951496800513,7.0,1.0,1.0,0.0,0.6,0.2727272727272727,2.5,0.1522403002814999,0.56,8.0,-0.3673159213691086,-1.1589799691307865,0
47.0,4.0,3.0,5.0,3.0,5.0,21.0,4.177683651821923,2.0,0.0,1.0,0.0,0.7241379310344828,0.44680851063829785,1.6666666666666667,0.10033803452968568,0.66,9.0,1.226611389117483,-0.7965999534799927,0
43.0,3.0,2.0,2.0,3.0,5.0,9.0,9.097023439130789,7.0,0.0,1.0,0.0,0.36,0.20930232558139536,3.3333333333333335,0.19816042230012984,0.6599999999999999,12.0,-0.2287843803648246,-1.6711319728301068,0
27.0,3.0,3.0,2.0,2.0,7.0,6.0,4.871029352573854,4.0,0.0,0.0,1.0,0.6666666666666666,0.2222222222222222,0.5,0.11544118093579298,0.5199999999999999,6.0,-0.7696201564299402,0.3611108611160201,0
54.0,4.0,3.0,2.0,3.0,5.0,20.0,3.730064805943079,3.0,1.0,1.0,0.0,0.5555555555555556,0.37037037037037035,6.666666666666667,0.08125198556409981,0.6000000000000001,6.0,-0.0005288692399148773,0.7022429759076372,0
43.0,3.0,3.0,3.0,1.0,9.0,10.0,1.525944568082376,0.0,0.0,1.0,0.0,0.4,0.23255813953488372,7.0,0.03323964393859857,0.38,2.0,-0.9464454337744613,3.059454211976329,0
45.0,4.0,3.0,2.0,4.0,4.0,12.0,10.086478460988008,9.0,0.0,1.0,0.0,0.4444444444444444,0.26666666666666666,2.0,0.3037338429742371,0.74,12.0,1.3520404984355279,-2.2428472198869858,0
40.0,2.0,1.0,2.0,4.0,8.0,6.0,3.957218622397567,3.0,0.0,0.0,1.0,0.2727272727272727,0.15,0.25,0.08620007616723982,0.56,8.0,-1.2843422955067758,-1.379761207591096,0
29.0,2.0,1.0,1.0,1.0,1.0,7.0,6.393164161451528,7.0,0.0,0.0,1.0,0.6363636363636364,0.2413793103448276,8.0,0.13926226732777755,0.32,2.0,-1.3274379643197982,2.8862806144496638,1
29.0,2.0,2.0,1.0,4.0,4.0,4.0,2.9241334003160886,2.0,1.0,1.0,0.0,0.36363636363636365,0.13793103448275862,2.25,0.08236752439137543,0.62,12.0,-2.083305918784221,-2.150721206822852,0
30.0,4.0,2.0,2.0,3.0,7.0,10.0,9.817611342175434,9.0,0.0,1.0,0.0,0.8333333333333334,0.3333333333333333,1.6666666666666667,0.22319255505947277,0.66,9.0,0.8657442628634597,-0.9856462176959401,0
27.0,2.0,3.0,2.0,2.0,7.0,8.0,8.138887008311118,7.0,0.0,1.0,0.0,0.8888888888888888,0.2962962962962963,4.0,0.1772893405641344,0.45999999999999996,6.0,0.2196536456645025,0.6575504276681873,0
37.0,4.0,3.0,2.0,4.0,7.0,8.0,6.181189899586005,2.0,0.0,1.0,0.0,0.42105263157894735,0.21621621621621623,1.25,0.13464483289671447,0.6799999999999999,8.0,-0.9153320498648555,-1.2586937006550976,0
38.0,3.0,2.0,3.0,4.0,9.0,12.0,11.445631116978287,10.0,0.0,0.0,1.0,0.6,0.3157894736842105,3.75,0.26799127236368137,0.6799999999999999,12.0,1.7247054964314017,-2.075077860241607,0
31.0,3.0,3.0,3.0,4.0,8.0,11.0,11.250363519978167,9.0,1.0,0.0,1.0,0.8461538461538461,0.3548387096774194,1.75,0.28240889829786553,0.62,8.0,1.865629940792256,-1.2826444894610889,0
29.0,4.0,2.0,2.0,2.0,8.0,7.0,7.388740433169632,7.0,0.0,0.0,1.0,0.6363636363636364,0.2413793103448276,5.0,0.17028447053473086,0.58,6.0,0.024361731766710824,0.7282793632116737,0
35.0,3.0,3.0,3.0,2.0,8.0,17.0,15.649477819776362,6.0,1.0,1.0,0.0,1.0,0.4857142857142857,2.5,0.34089250778490976,0.5199999999999999,6.0,2.4441832100675516,0.5125821193203898,0
23.0,3.0,3.0,1.0,4.0,3.0,4.0,4.323586091560896,2.0,0.0,1.0,0.0,0.8,0.17391304347826086,6.5,0.09418065716631131,0.62,8.0,-1.977339299377495,-0.6572109393199512,0
41.0,4.0,2.0,2.0,2.0,7.0,8.0,4.337632504370861,4.0,1.0,0.0,1.0,0.34782608695652173,0.1951219512195122,3.0,0.10382219969421419,0.58,6.0,-0.8388562245555404,0.6423171860047268,0
47.0,2.0,3.0,2.0,3.0,3.0,5.0,0.7697930633376969,0.0,1.0,1.0,0.0,0.1724137931034483,0.10638297872340426,1.3333333333333333,0.016768398975267884,0.54,9.0,-2.669672331340889,-0.7996599793799322,0
42.0,1.0,3.0,4.0,4.0,10.0,16.0,0.6026981300640313,0.0,1.0,1.0,0.0,0.6666666666666666,0.38095238095238093,5.75,0.013128570765164316,0.5599999999999999,12.0,0.13518603729975676,-1.544308055182347,0
29.0,4.0,3.0,2.0,3.0,5.0,4.0,4.630994078039433,3.0,0.0,1.0,0.0,0.36363636363636365,0.13793103448275862,0.6666666666666666,0.10087692400860494,0.6000000000000001,6.0,-1.7654784357799562,-0.1674019341534758,0
42.0,3.0,3.0,1.0,3.0,2.0,4.0,4.030486923887313,2.0,0.0,0.0,1.0,0.16666666666666666,0.09523809523809523,0.6666666666666666,0.09713164884057653,0.6,9.0,-2.3776582883827877,-1.0021267693552733,0
32.0,3.0,3.0,1.0,2.0,2.0,8.0,8.55362687605609,0.0,0.0,1.0,0.0,0.5714285714285714,0.25,1.0,0.1863236173126723,0.5199999999999999,6.0,-1.476032175523133,0.37784913954994775,0
48.0,1.0,3.0,3.0,3.0,9.0,15.0,0.0838063841784923,0.0,0.0,1.0,0.0,0.5,0.3125,9.666666666666666,0.00182555410474393,0.36000000000000004,3.0,-1.224778262495272,2.34379702032204,0
37.0,3.0,4.0,2.0,1.0,7.0,13.0,6.481537334070628,7.0,0.0,0.0,1.0,0.6842105263157895,0.35135135135135137,6.0,0.19720071723524193,0.43999999999999995,3.0,1.0860806746875866,2.2954063554473767,0
30.0,4.0,3.0,2.0,3.0,5.0,4.0,2.426681662760368,2.0,0.0,0.0,1.0,0.3333333333333333,0.13333333333333333,8.333333333333334,0.0715315353398408,0.7200000000000001,12.0,-1.7733079985744966,-1.0088250078995284,0
26.0,3.0,3.0,2.0,3.0,6.0,8.0,7.933081134770561,7.0,0.0,1.0,0.0,1.0,0.3076923076923077,0.3333333333333333,0.23815525915746402,0.6,9.0,1.0547498294529267,-1.0859030125424405,0
42.0,1.0,2.0,2.0,4.0,8.0,14.0,0.0,0.0,1.0,1.0,0.0,0.5833333333333334,0.3333333333333333,0.5,0.0,0.5599999999999999,12.0,-0.9769033894703377,-2.2064717144807826,0
21.0,1.0,2.0,1.0,2.0,1.0,3.0,3.595800420816269,2.0,1.0,0.0,1.0,1.0,0.14285714285714285,0.5,0.08766287462084611,0.4,6.0,-2.0718739476041574,0.2735325797156066,1
36.0,4.0,3.0,2.0,4.0,7.0,7.0,1.385334542871891,0.0,1.0,1.0,0.0,0.3888888888888889,0.19444444444444445,0.25,0.030176736366492336,0.74,12.0,-1.8677330138501091,-2.3254928572730584,0
36.0,1.0,2.0,3.0,4.0,8.0,16.0,12.694387268912758,9.0,0.0,1.0,0.0,0.8888888888888888,0.4444444444444444,0.75,0.2858573526517262,0.5599999999999999,12.0,2.2287350916036917,-2.4226138642111312,0
57.0,4.0,3.0,2.0,3.0,7.0,15.0,2.6633962078288387,2.0,0.0,1.0,0.0,0.38461538461538464,0.2631578947368421,0.3333333333333333,0.067352317674797,0.66,9.0,-0.3914983652614008,-0.8720367807170776,0
40.0,4.0,4.0,1.0,3.0,1.0,10.0,6.831371329711265,7.0,0.0,0.0,1.0,0.45454545454545453,0.25,3.3333333333333335,0.15814330176041935,0.66,9.0,-1.0188492264022173,-0.7106469425205183,0
21.0,1.0,3.0,1.0,4.0,2.0,3.0,2.5150244520348912,2.0,1.0,1.0,0.0,1.0,0.14285714285714285,2.25,0.07345590593720662,0.5,8.0,-1.9667575752338282,-1.1430915921770781,0
33.0,4.0,3.0,1.0,3.0,3.0,1.0,0.6898712337667823,0.0,1.0,0.0,1.0,0.06666666666666667,0.030303030303030304,1.6666666666666667,0.01502746210677008,0.66,9.0,-3.6530509866476044,-0.8293403962630418,1
37.0,3.0,3.0,1.0,1.0,3.0,17.0,4.241546860107403,4.0,0.0,1.0,0.0,0.8947368421052632,0.4594594594594595,10.0,0.09239359694174672,0.43999999999999995,3.0,-0.2557798019164041,2.6406502260058726,0
46.0,3.0,3.0,2.0,3.0,5.0,7.0,0.6141001839702269,0.0,0.0,1.0,0.0,0.25,0.15217391304347827,2.3333333333333335,0.013376941656177043,0.6599999999999999,12.0,-2.2294498720415334,-1.5534528222455226,0
41.0,1.0,3.0,2.0,2.0,8.0,8.0,8.214791340256527,7.0,1.0,1.0,0.0,0.34782608695652173,0.1951219512195122,2.0,0.2442917513473411,0.4,6.0,0.7576356383426315,0.540903484169201,1
50.0,4.0,2.0,3.0,4.0,9.0,20.0,4.243293062866567,3.0,1.0,1.0,0.0,0.625,0.4,2.5,0.10176720404721654,0.74,12.0,0.994590292296883,-2.0479691586673052,0
40.0,3.0,2.0,2.0,3.0,7.0,8.0,5.321245166729431,4.0,0.0,0.0,1.0,0.36363636363636365,0.2,7.333333333333333,0.1252482300718333,0.6,9.0,-0.6893770950569024,-0.23253241494440718,1
31.0,3.0,2.0,1.0,2.0,2.0,3.0,1.4884282463960072,2.0,1.0,0.0,1.0,0.23076923076923078,0.0967741935483871,4.5,0.05109356522188471,0.5199999999999999,6.0,-2.7499765176728537,0.7947045987982063,0
21.0,3.0,4.0,1.0,2.0,2.0,1.0,1.3413476285763632,0.0,1.0,1.0,0.0,0.3333333333333333,0.047619047619047616,6.0,0.029218569602296966,0.5199999999999999,6.0,-3.4933268736506666,0.8598748477431948,1
29.0,4.0,3.0,1.0,4.0,1.0,6.0,3.75677358125565,2.0,1.0,1.0,0.0,0.5454545454545454,0.20689655172413793,5.75,0.0911693522797299,0.74,12.0,-2.1261205350428356,-1.7536312207612095,0
35.0,3.0,2.0,2.0,2.0,7.0,10.0,0.4291867616323137,1.0,1.0,1.0,0.0,0.5882352941176471,0.2857142857142857,4.5,0.009348973375714493,0.5199999999999999,6.0,-1.466640771402819,0.9387455547690069,0
27.0,4.0,3.0,1.0,2.0,4.0,5.0,5.297650309208761,2.0,0.0,1.0,0.0,0.5555555555555556,0.18518518518518517,0.5,0.11539869381402049,0.58,6.0,-1.8253273002359676,0.33719446451798885,0
28.0,2.0,3.0,2.0,4.0,6.0,7.0,6.911821754369915,5.0,1.0,1.0,0.0,0.7,0.25,2.25,0.15056018343512537,0.62,12.0,-0.5365215673748248,-2.227993880552474,0
49.0,2.0,2.0,3.0,3.0,9.0,26.0,4.319729426041256,2.0,1.0,1.0,0.0,0.8387096774193549,0.5306122448979592,2.3333333333333335,0.09409664743794732,0.54,9.0,1.5428778601658482,-0.6684410239360217,0
51.0,3.0,3.0,2.0,4.0,5.0,18.0,7.941321543349112,7.0,0.0,1.0,0.0,0.5454545454545454,0.35294117647058826,3.5,0.17298577289381373,0.62,8.0,0.6034729653805339,-0.9255094755985146,0
36.0,4.0,3.0,1.0,3.0,2.0,6.0,1.9091523620824875,2.0,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.060258196817496786,0.66,9.0,-2.252761836895481,-0.922971366988053,0
34.0,1.0,4.0,2.0,4.0,6.0,9.0,4.805684548115243,2.0,1.0,0.0,1.0,0.5625,0.2647058823529412,4.75,0.10468220576407752,0.5,8.0,-0.9800261962436847,-0.7397854328626007,1
55.0,3.0,3.0,4.0,4.0,10.0,30.0,6.049706076756992,4.0,1.0,0.0,1.0,0.8108108108108109,0.5454545454545454,0.5,0.1411162909299892,0.6799999999999999,12.0,2.7090540636897473,-2.2616815424930614,0
24.0,4.0,3.0,2.0,3.0,4.0,5.0,4.724095819330307,2.0,0.0,0.0,1.0,0.8333333333333334,0.20833333333333334,3.3333333333333335,0.10290495883719715,0.7200000000000001,12.0,-1.378976104456066,-1.6663866880359937,0
30.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.03333333333333333,1.0,0.0,0.5199999999999999,6.0,-3.954875581846636,0.5207444795516896,0
26.0,3.0,3.0,1.0,1.0,5.0,7.0,5.816057971430632,4.0,1.0,1.0,0.0,0.875,0.2692307692307692,3.0,0.12669116568208513,0.43999999999999995,3.0,-0.9071967092098058,1.974626941032558,1
22.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0592579792719636,1.0,0.0,1.0,0.0,0.5,0.09090909090909091,5.5,0.03240938156766686,0.4,6.0,-3.0975467217762542,0.8951759767669794,0
36.0,2.0,2.0,3.0,3.0,8.0,10.0,9.92646349803251,9.0,0.0,1.0,0.0,0.5555555555555556,0.2777777777777778,0.6666666666666666,0.3002482377270079,0.54,9.0,1.9520549883225864,-1.05258405593313,0
30.0,3.0,3.0,1.0,4.0,1.0,3.0,1.200245938186865,0.0,1.0,0.0,1.0,0.25,0.1,1.0,0.026144952089718943,0.6799999999999999,12.0,-3.463817935218437,-2.3094188868018883,1
37.0,4.0,3.0,1.0,1.0,3.0,18.0,17.971673015278544,7.0,0.0,1.0,0.0,0.9473684210526315,0.4864864864864865,14.0,0.5035037106426216,0.44000000000000006,2.0,3.2742072263780995,3.473956441175574,0
40.0,4.0,3.0,2.0,2.0,7.0,8.0,4.404493777359767,4.0,0.0,1.0,0.0,0.36363636363636365,0.2,1.0,0.10527863851507226,0.58,6.0,-0.8431861598863808,0.469165843185121,0
42.0,2.0,3.0,1.0,1.0,2.0,8.0,4.764987518735535,2.0,0.0,1.0,0.0,0.3333333333333333,0.19047619047619047,1.0,0.11313127212710587,0.38,3.0,-1.7766538919213222,1.8625890550837585,0
37.0,3.0,3.0,2.0,2.0,4.0,18.0,0.9274485023270732,0.0,1.0,0.0,1.0,0.9473684210526315,0.4864864864864865,5.0,0.020202606722129774,0.45999999999999996,4.0,-0.5189791055482598,1.7187218638412376,0
43.0,1.0,2.0,4.0,2.0,10.0,25.0,24.5499268989471,10.0,0.0,1.0,0.0,1.0,0.5813953488372093,6.0,0.562777660385615,0.4,6.0,5.387380056086715,0.8313758568628664,0
40.0,2.0,2.0,2.0,3.0,3.0,20.0,1.036273771161892,0.0,0.0,1.0,0.0,0.9090909090909091,0.5,0.6666666666666666,0.022573147083328773,0.54,9.0,-0.4487154272225961,-0.8674321590098467,0
