Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Other,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
33,587,10,1,584,1,38,1,4,4,6705,7,13,3,1,3,8,2,3,4,3,1,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.25,0.5,-1.1981970837421827,0.35055174221482477,-0.2942763467839737,1
30,413,7,1,585,4,57,3,2,3,18398,0,14,3,1,0,4,3,3,3,2,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.3333333333333333,0.75,-1.8376366279663006,-1.5380176235387406,-0.6625233756992769,0
35,1276,16,3,586,4,72,3,3,8,14295,4,12,3,3,0,10,2,3,8,7,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,0.8,-0.20695897565450763,0.43180308342811824,-0.8551765261686123,0
31,534,20,3,587,1,66,3,3,8,22908,3,12,3,1,0,12,2,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,0.08333333333333333,-1.8015545368780714,1.7574205116578903,-0.5919346128390074,1
34,988,23,3,590,2,43,3,1,9,11533,9,15,3,3,3,11,2,3,3,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.0,0.2727272727272727,-0.8696065073257121,2.5463120365557814,-0.043974640582140435,1
42,1474,5,2,591,2,97,3,3,1,9260,4,17,3,4,1,8,4,3,2,2,2,0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1.0,0.25,-1.6173263992382203,0.8932905016066647,-0.07011214401094332,0
36,635,10,4,592,2,32,3,4,9,15318,1,14,3,4,0,10,3,2,10,3,9,7,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.9,1.0,1.9413026631680335,-0.9889413342276022,-0.7499662164629725,0
22,1368,4,1,593,3,99,2,3,4,9129,5,16,3,3,0,4,3,3,2,2,1,2,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.5,0.5,-2.08698064096539,-0.35352528744120787,-0.23433865796677142,1
48,163,2,5,595,2,37,3,4,4,19658,2,14,3,1,1,14,2,3,9,7,6,7,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.6666666666666666,0.6428571428571429,1.7710524737555247,0.15987773524416793,-0.4879090812454877,0
55,1117,18,5,597,1,83,3,2,10,9873,3,23,4,4,0,37,2,3,10,9,7,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.7,0.2702702702702703,3.981487500085015,2.689238247131629,3.3535772501592658,0
41,267,10,2,599,4,56,3,4,7,13430,7,14,3,4,0,16,3,3,14,3,1,10,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.07142857142857142,0.875,1.350596346162408,0.456398398696565,-0.6191428794123843,0
35,619,1,3,600,2,85,3,3,5,18659,9,11,3,3,0,15,2,3,11,9,6,9,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.5454545454545454,0.7333333333333333,1.9959327041925319,0.5107485176409394,-1.1969513358526296,0
40,302,6,3,601,2,75,3,3,9,20364,7,15,3,3,0,22,3,3,20,6,5,13,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.25,0.9090909090909091,3.516463739605764,0.4476838645737694,-0.3550262220526478,0
39,443,8,1,602,3,48,3,3,4,17872,1,11,3,1,1,8,3,3,8,3,0,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,1.0,-0.3715634300944914,-1.4037858953498437,-1.0162581920485485,0
31,828,2,1,604,2,77,3,4,7,8346,4,13,3,3,0,10,2,4,6,5,0,5,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.0,0.6,-0.481722332761043,-0.02665214899495482,-0.6782732564088373,0
42,319,24,3,605,4,56,3,1,8,6950,1,21,4,4,1,10,5,2,10,9,5,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.5,1.0,2.1016097973584937,-1.3407955026659493,2.6042038363958517,0
45,561,2,3,606,4,61,3,2,5,16177,0,19,3,2,1,9,3,4,8,7,3,7,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.375,0.8888888888888888,0.9737645576067733,-0.9972262273455609,0.2915945494424782,0
26,426,17,4,608,2,58,3,3,3,22808,0,11,3,2,1,8,2,2,7,7,1,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.14285714285714285,0.875,-0.8975834921957815,-1.2643398993263097,-1.0176221535688195,1
29,232,19,3,611,4,34,3,4,5,22645,4,12,3,2,2,8,2,4,3,2,1,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.3333333333333333,0.375,-1.324326977834582,0.49451393081569034,-0.8928004336763938,0
33,922,1,5,612,1,95,4,3,10,22578,4,19,3,3,1,10,2,3,6,1,0,5,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.0,0.6,-0.27188761463038214,1.4322912054421713,0.4372933284338595,0
31,688,7,3,613,3,44,2,4,9,25291,9,21,4,3,1,10,3,2,5,4,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.0,0.5,-0.7664831994090423,1.6566730111383159,2.8475807568237204,0
18,1306,5,3,614,2,69,3,2,1,8059,1,14,3,4,0,0,3,3,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.0,0.0,-3.649726885468305,-0.055749482448364744,-0.6191333965781199,1
40,1094,28,3,615,3,58,1,1,9,11373,3,15,3,3,1,20,2,3,1,0,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.0,0.05,-0.8958229736731016,2.5514368685047977,0.06931833415595133,0
41,509,2,4,616,1,62,2,3,7,2112,2,17,3,1,0,10,3,3,8,7,0,7,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0,0.8,0.6372027148951556,-0.24038195494338133,0.3021456312117927,0
26,775,29,2,618,1,45,3,3,5,4267,5,12,3,1,2,8,5,3,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.0,0.0,-2.6047147495272616,1.19362967607661,-0.49909790867871445,0
35,195,1,3,620,1,80,3,3,5,6698,1,16,3,4,0,5,3,3,5,4,0,3,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.0,1.0,-0.956296852266924,-0.9762376622539908,-0.24378361228653847,0
34,258,21,4,621,4,74,4,4,6,19921,1,12,3,4,0,10,3,3,10,7,5,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.5,1.0,1.397352449323664,-1.2299338603008372,-1.175109255929918,0
26,471,24,3,622,3,66,1,4,2,23213,1,18,3,2,0,1,3,1,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.0,1.0,-2.827814394717674,-1.538927654527699,0.4037662735306192,1
37,799,1,3,623,2,59,3,4,8,23848,4,17,3,4,0,12,3,4,6,5,1,2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.16666666666666666,0.5,-0.15500192666191262,1.062827148620258,-0.02498927837772496,0
46,1034,18,1,624,1,86,3,3,9,8984,5,11,3,4,0,28,3,2,2,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.5,0.07142857142857142,0.1561197535597797,2.9675803665884235,-0.8518375843210334,0
41,1276,2,5,625,2,91,3,1,10,5626,7,16,3,2,1,22,2,3,18,16,11,8,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.6111111111111112,0.8181818181818182,4.992589128472563,0.7038825847074853,-0.10151986077978724,0
37,142,9,4,626,1,69,3,2,8,24666,1,13,3,4,1,9,6,3,9,5,7,7,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.7777777777777778,1.0,1.6941658440512932,-1.0121141405938432,-0.9849132281583467,0
52,956,6,2,630,4,78,3,1,6,22087,3,12,3,2,2,18,3,3,10,9,6,9,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.6,0.5555555555555556,2.551763025737488,0.5296312021218531,-0.9170876026192362,0
32,1474,11,4,631,4,60,4,3,5,23914,8,12,3,4,0,6,2,3,4,2,1,2,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.25,0.6666666666666666,-1.197848379581429,1.285768994484761,-1.096161407706654,1
24,535,24,3,632,4,38,3,4,2,5530,0,13,3,3,2,3,3,3,2,2,2,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,1.0,0.6666666666666666,-1.7556091893607533,-1.6235427845368244,-0.8829868428040686,0
38,1495,10,3,634,3,76,3,3,8,22174,3,19,3,3,1,18,4,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,0.05555555555555555,-1.3705535762743943,2.4497643980262733,0.5654610052959084,0
37,446,1,4,635,2,65,3,2,7,15701,6,12,3,2,1,8,2,2,6,5,4,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.6666666666666666,0.75,0.38145187214723486,0.6540284373200561,-0.9887052171418976,0
49,1245,18,4,638,4,58,2,3,10,2125,1,17,3,3,1,31,5,3,31,9,0,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.0,1.0,4.440644886641387,0.06320247976915602,0.2879481711795863,0
24,691,23,3,639,2,89,4,4,3,21630,1,11,3,2,2,6,3,3,6,5,1,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.16666666666666666,1.0,-0.9122156145510095,-1.6864542347725697,-1.0362709200232254,0
26,703,28,2,641,1,66,3,2,7,7428,1,20,4,4,2,6,5,4,5,3,1,4,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.2,0.8333333333333334,-0.7923752736065874,-1.3536470582880573,2.6231605374320868,0
24,823,17,2,643,4,94,2,2,1,9100,1,21,4,4,1,1,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,1.0,-3.008888448041968,-1.8340162828785462,2.641703836732711,0
50,1246,3,3,644,1,99,3,2,10,7999,1,11,3,3,1,32,2,3,32,5,10,7,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.3125,1.0,5.092617090704658,0.21655734162750487,-0.9940005806396818,0
25,622,13,1,645,2,40,3,3,1,26376,1,11,3,3,0,7,1,3,7,4,0,6,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.0,1.0,-1.190571089574401,-2.1027304514535645,-1.098124986282854,0
24,1287,7,3,647,1,55,3,3,3,14168,1,16,3,4,1,6,4,3,6,3,1,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.16666666666666666,1.0,-1.3870086520347789,-1.5301324197503865,-0.21018631255067144,1
30,448,12,4,648,2,74,2,1,1,14470,1,18,3,3,1,1,2,4,1,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.0,1.0,-2.6714018014531695,-1.1076714240218415,0.21095008012604027,1
34,254,1,2,649,2,83,2,4,4,22794,1,13,3,4,1,6,3,3,6,5,1,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.16666666666666666,1.0,-0.727158297759848,-1.301118906383113,-0.8223002933540486,0
31,1365,13,4,650,2,46,3,1,5,11512,2,17,3,3,0,9,2,1,3,1,1,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.3333333333333333,0.3333333333333333,-1.4179992068587113,0.7325251450018552,0.11434245903307652,1
35,538,25,2,652,1,54,2,4,4,14004,4,14,3,4,0,9,3,3,3,2,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0,0.3333333333333333,-1.6466551060210564,0.7177278858273763,-0.2750417698933464,0
31,525,6,4,653,1,66,4,4,6,6219,4,22,4,4,2,13,4,4,7,7,5,7,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.7142857142857143,0.5384615384615384,1.1419160195532025,-0.11333496570550443,2.7915077607547083,0
27,798,6,4,655,1,66,2,3,1,5013,0,12,3,3,2,6,5,2,5,3,0,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.0,0.8333333333333334,-1.6613938439990172,-1.4130057715445021,-0.8086240805297806,0
37,558,2,3,656,4,75,3,3,8,3010,4,11,3,3,1,17,3,2,3,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.3333333333333333,0.17647058823529413,-0.9606070835396822,2.073726649265261,-1.1675709558065661,0
20,959,1,3,657,4,83,2,2,3,11757,1,13,3,4,0,1,0,4,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0,1.0,-2.793413757111507,-1.3867248505054168,-0.9618364746085709,0
42,622,2,4,659,3,81,3,4,4,5718,1,13,3,2,2,10,4,3,10,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.2,1.0,-0.21404288864964593,-0.5357800874192843,-0.7447399339025289,0
43,782,6,4,661,2,50,2,4,10,2671,4,14,3,3,1,21,3,2,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.0,0.047619047619047616,-0.75237372740355,3.136998908922075,-0.2363840813530884,0
38,362,1,1,662,3,43,3,1,2,14561,3,17,3,4,0,8,3,2,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0,0.0,-2.7372552902762557,1.195191590710343,-0.07088363612405275,0
43,1001,9,5,663,4,72,3,3,6,19627,3,13,3,2,1,10,3,3,8,7,4,7,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.5,0.8,1.3548327835209002,0.13432143427112136,-0.7727013511748239,0
48,1236,1,4,664,4,40,2,1,10,17997,7,11,3,1,1,21,3,1,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.0,0.14285714285714285,0.007690868647463049,3.651291418836456,-0.8339465746063406,0
44,1112,1,4,665,1,50,2,3,7,26894,4,11,3,2,0,10,1,4,2,2,0,2,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0.0,0.2,-1.0014480454176335,2.253211096576603,-0.8420980053763815,0
34,204,14,3,666,3,31,3,3,2,2912,1,18,3,4,2,8,3,3,8,2,0,6,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,0.0,1.0,-0.7545859231310965,-1.4359089375393637,0.18689436854340363,0
27,1420,2,1,667,3,85,3,1,3,16346,0,11,3,2,1,5,3,3,4,3,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.0,0.8,-1.9153242454308483,-1.4102419279188119,-1.1440481855798044,1
21,1343,22,1,669,3,49,3,3,4,24444,1,11,3,3,0,3,2,3,3,2,1,2,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.3333333333333333,1.0,-1.8758075033421926,-1.9120054863740015,-1.1526933671824733,0
44,1315,3,4,671,4,35,3,4,10,9358,4,12,3,1,1,26,2,4,2,2,0,1,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.0,0.07692307692307693,-0.03935053291580977,3.2165827340374307,-0.6502341807611766,0
22,604,6,1,675,1,69,3,3,3,12145,0,20,4,4,0,3,3,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1.0,0.6666666666666666,-1.8403413276804985,-1.9718440696854316,2.2823535465465263,0
33,1216,8,4,677,3,39,3,3,8,20431,0,12,3,4,0,6,3,3,5,0,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.2,0.8333333333333334,-0.9372718568044951,-0.21722865298869576,-1.0595917877390775,0
32,646,9,4,679,1,92,3,4,7,18089,1,12,3,4,1,6,2,2,6,4,0,5,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.0,1.0,-0.3786979328402791,-0.6297121237078515,-0.8698811886000287,0
30,160,3,3,680,3,71,3,3,1,22653,1,20,4,3,1,1,2,3,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.0,1.0,-2.7787125856478334,-1.373379561890252,2.3664983423893835,0
53,238,1,1,682,4,34,3,1,8,7507,7,20,4,4,0,18,2,4,14,7,8,10,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.5714285714285714,0.7777777777777778,3.2436179478309812,0.479175989743525,2.304728091116918,0
34,1397,1,5,683,2,42,3,4,2,7660,1,12,3,4,1,10,4,2,10,9,8,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.8,1.0,1.775403486182379,-1.7441232732270162,-1.1037793573950108,0
45,306,26,4,684,1,100,3,1,5,5630,2,14,3,4,2,5,4,3,1,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.0,0.2,-1.8170321226579107,1.5989157765583233,-0.33887349875420725,1
26,991,6,3,686,3,71,3,4,2,17759,1,13,3,3,1,3,2,3,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.0,1.0,-2.089221913940861,-1.4301860916987121,-0.7948143162148591,0
37,482,3,3,689,3,36,3,3,8,9606,1,15,3,3,1,10,2,3,10,7,7,8,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.7,1.0,2.064014896553449,-1.3534267033570224,-0.530652067958527,0
29,1176,3,2,690,2,62,3,3,6,3487,1,14,3,1,1,6,5,2,6,0,1,2,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.16666666666666666,1.0,-1.374752084728179,-1.2967668185566479,-0.48206373586703966,0
35,1017,6,4,691,2,82,1,4,7,19368,1,13,3,2,0,17,3,3,17,11,11,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.6470588235294118,1.0,3.6067927008442298,-1.5241730902269184,-0.6659909892381095,0
33,1296,6,3,692,3,30,3,4,8,5335,3,23,4,3,1,15,2,1,13,11,4,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.3076923076923077,0.8666666666666667,2.1231490074175845,-0.8764938226299818,3.198824076956023,0
54,397,19,4,698,3,88,3,2,9,6729,2,15,3,3,1,16,1,4,9,7,7,1,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.7777777777777778,0.5625,2.020778200024509,1.2845212734501736,-0.32727679698334006,0
36,913,9,2,699,2,48,2,2,8,13934,2,11,3,3,1,13,2,3,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.0,0.23076923076923078,-0.9901294012668114,1.2256926300320186,-0.8991678345048707,0
27,1115,3,4,700,1,54,2,4,1,15174,0,13,3,4,0,5,0,3,4,2,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.25,0.8,-1.905493534605327,-1.061859944207109,-0.7161190893552781,0
20,1362,10,1,701,4,32,3,3,1,26999,1,11,3,4,0,1,5,3,1,0,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,1.0,1.0,-2.5608618797735216,-2.3420207724186137,-1.5496837077127592,1
33,1076,3,3,702,1,70,3,1,4,3164,1,11,3,1,0,10,3,3,10,8,9,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9,1.0,1.7361685046744448,-1.9744075921835256,-1.176812300774292,1
35,727,3,3,704,3,41,2,3,1,16900,1,18,3,3,2,1,3,3,1,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,1.0,-2.61673663094116,-1.1233221251572785,0.19561907730484626,0
23,885,4,3,705,1,58,4,1,3,8544,2,16,3,1,1,5,3,4,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0,0.6,-2.126423336788366,-0.6540706076386285,-0.11668277941981407,0
25,810,8,3,707,4,57,4,2,5,15678,0,22,4,3,1,4,4,3,3,2,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.3333333333333333,0.75,-1.5956519989266,-1.2822594855159173,2.644284126901306,0
38,243,7,4,709,4,46,2,4,4,7791,0,20,4,1,0,8,2,3,7,7,0,5,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.0,0.875,-0.11747401306466644,-1.2830281720350083,2.648163680804306,0
29,806,1,4,710,2,76,1,4,3,18959,1,18,3,4,1,10,5,3,10,7,2,8,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.2,1.0,0.5169015580727361,-1.713226928937181,0.18752620546481136,0
48,817,2,1,712,2,56,4,2,8,18597,3,12,3,4,0,12,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1.0,0.16666666666666666,-0.2994408286737486,1.6938298198774715,-1.1255870249405675,0
27,1410,3,1,714,4,71,4,4,5,16673,1,20,4,2,2,6,3,3,6,5,0,4,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.0,1.0,-0.9831348918249075,-1.8089849865253096,2.4841473272635914,0
37,1225,10,2,715,4,80,4,4,5,15232,3,17,3,1,0,4,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0,0.25,-2.437607612789599,0.9812012798078313,0.1147024516060177,0
50,1207,28,1,716,4,74,4,3,3,3297,1,11,3,3,3,20,3,3,20,8,3,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.15,1.0,2.3785202905685274,-1.0534043345409934,-0.9161623763662274,0
34,1442,9,3,717,4,46,2,2,8,17654,1,14,3,2,0,9,3,4,8,7,7,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.875,0.8888888888888888,1.6751469382118471,-1.269620300513882,-0.6731667382752085,0
24,693,3,2,720,1,65,3,3,5,24785,9,14,3,1,0,4,3,3,2,2,2,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1.0,0.5,-1.7298857641105543,0.6627688507716851,-0.6183960823200989,1
39,408,2,4,721,4,80,2,3,5,20978,1,11,3,1,0,20,4,3,20,7,11,10,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.55,1.0,3.596835678078237,-1.430560077081205,-1.2483207995844166,0
32,929,10,3,722,4,55,3,4,6,21703,1,12,3,4,0,10,2,2,10,7,0,8,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.0,1.0,0.5930379003170624,-1.1732796076628644,-0.9962601284358102,0
50,562,8,2,723,2,50,3,3,7,23452,3,14,3,1,1,18,4,3,4,3,1,3,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.25,0.2222222222222222,-0.03629208536560725,1.8328368645871673,-0.3030611905462351,1
